case,input_path,requested_pipeline,selected_pipeline,selector_reason,status,fallback_reason,output_path,candidate_path,baseline_path,candidate_nodes,candidate_levels,baseline_nodes,baseline_levels,selected_nodes,selected_levels,original_nodes,original_levels,opt_returncode,cec_returncode,cec_pass,opt_runtime_sec,cec_runtime_sec,stats_runtime_sec,peak_mem_mb,log_dir,chosen_variant,attempted_variants,inner_fallback_count,original_cec_fail_count,entry_returncode
tc_public_19,local_data\tc_public\tc_public_19\input.blif,high_aig_three_round,high_aig_three_round@both,large_runtime_aig_high_effort,selected_candidate,,results_candidate\r8_release_like_ascii\public30\tc_public_19\output.blif,results_candidate\r8_release_like_ascii\public30\tc_public_19\work\variants\both\output.candidate.blif,results_candidate\r8_release_like_ascii\public30\tc_public_19\work\variants\both\baseline.blif,5268,18,5409,18,5268,18,5478,18,0,0,True,59.935303,15.829968,1.112187,27.836,results_candidate\r8_release_like_ascii\public30\tc_public_19\work\logs,both,"clean,inputs,outputs,both",0,0,0
tc_public_2,local_data\tc_public\tc_public_2\input.blif,sop_fx,sop_fx@clean,tiny_high_fanin_sop,selected_candidate,,results_candidate\r8_release_like_ascii\public30\tc_public_2\output.blif,results_candidate\r8_release_like_ascii\public30\tc_public_2\work\variants\clean\output.candidate.blif,results_candidate\r8_release_like_ascii\public30\tc_public_2\work\variants\clean\baseline.blif,19,4,19,4,19,4,34,6,0,0,True,0.699469,1.543946,0.959305,9.297,results_candidate\r8_release_like_ascii\public30\tc_public_2\work\logs,clean,"clean,inputs,outputs,both",0,0,0
tc_public_20,local_data\tc_public\tc_public_20\input.blif,high_aig_three_round,high_aig_three_round@inputs,large_runtime_aig_high_effort,selected_candidate,,results_candidate\r8_release_like_ascii\public30\tc_public_20\output.blif,results_candidate\r8_release_like_ascii\public30\tc_public_20\work\variants\inputs\output.candidate.blif,results_candidate\r8_release_like_ascii\public30\tc_public_20\work\variants\inputs\baseline.blif,5523,20,5667,20,5523,20,5742,20,0,0,True,62.599427,16.827732,1.143377,28.262,results_candidate\r8_release_like_ascii\public30\tc_public_20\work\logs,inputs,"clean,inputs,outputs,both",0,0,0
tc_public_21,local_data\tc_public\tc_public_21\input.blif,high_aig_three_round,high_aig_three_round@both,large_runtime_aig_high_effort,selected_candidate,,results_candidate\r8_release_like_ascii\public30\tc_public_21\output.blif,results_candidate\r8_release_like_ascii\public30\tc_public_21\work\variants\both\output.candidate.blif,results_candidate\r8_release_like_ascii\public30\tc_public_21\work\variants\both\baseline.blif,5532,20,5688,20,5532,20,5763,20,0,0,True,62.78045,17.153143,1.154999,28.207,results_candidate\r8_release_like_ascii\public30\tc_public_21\work\logs,both,"clean,inputs,outputs,both",0,0,0
tc_public_22,local_data\tc_public\tc_public_22\input.blif,high_aig_three_round,high_aig_three_round@both,large_runtime_aig_high_effort,selected_candidate,,results_candidate\r8_release_like_ascii\public30\tc_public_22\output.blif,results_candidate\r8_release_like_ascii\public30\tc_public_22\work\variants\both\output.candidate.blif,results_candidate\r8_release_like_ascii\public30\tc_public_22\work\variants\both\baseline.blif,11001,20,11274,20,11001,20,11367,20,0,0,True,121.79439,33.286057,1.305776,35.121,results_candidate\r8_release_like_ascii\public30\tc_public_22\work\logs,both,"clean,inputs,outputs,both",0,0,0
tc_public_23,local_data\tc_public\tc_public_23\input.blif,dc2_fast,dc2_fast@clean,default,selected_candidate,,results_candidate\r8_release_like_ascii\public30\tc_public_23\output.blif,results_candidate\r8_release_like_ascii\public30\tc_public_23\work\variants\clean\output.candidate.blif,results_candidate\r8_release_like_ascii\public30\tc_public_23\work\variants\clean\baseline.blif,1530,16,1530,16,1530,16,1530,263,0,0,True,1.318625,1.25543,1.094714,16.367,results_candidate\r8_release_like_ascii\public30\tc_public_23\work\logs,clean,"clean,inputs,outputs,both",0,0,0
tc_public_24,local_data\tc_public\tc_public_24\input.blif,dc2_fast,dc2_fast@clean,default,selected_candidate,,results_candidate\r8_release_like_ascii\public30\tc_public_24\output.blif,results_candidate\r8_release_like_ascii\public30\tc_public_24\work\variants\clean\output.candidate.blif,results_candidate\r8_release_like_ascii\public30\tc_public_24\work\variants\clean\baseline.blif,215,8,215,8,215,8,223,15,0,0,True,0.850119,0.946027,0.985053,11.543,results_candidate\r8_release_like_ascii\public30\tc_public_24\work\logs,clean,"clean,inputs,outputs,both",0,0,0
tc_public_25,local_data\tc_public\tc_public_25\input.blif,dc2_fast,dc2_fast@clean,default,selected_candidate,,results_candidate\r8_release_like_ascii\public30\tc_public_25\output.blif,results_candidate\r8_release_like_ascii\public30\tc_public_25\work\variants\clean\output.candidate.blif,results_candidate\r8_release_like_ascii\public30\tc_public_25\work\variants\clean\baseline.blif,26,4,26,4,26,4,101,14,0,0,True,0.791268,0.976138,0.94853,11.43,results_candidate\r8_release_like_ascii\public30\tc_public_25\work\logs,clean,"clean,inputs,outputs,both",0,0,0
tc_public_26,local_data\tc_public\tc_public_26\input.blif,dc2_fast,dc2_fast@outputs,default,selected_candidate,,results_candidate\r8_release_like_ascii\public30\tc_public_26\output.blif,results_candidate\r8_release_like_ascii\public30\tc_public_26\work\variants\outputs\output.candidate.blif,results_candidate\r8_release_like_ascii\public30\tc_public_26\work\variants\outputs\baseline.blif,1046,10,1064,10,1046,10,1064,32,0,0,True,1.20677,1.486969,1.017563,17.93,results_candidate\r8_release_like_ascii\public30\tc_public_26\work\logs,outputs,"clean,inputs,outputs,both",0,0,0
tc_public_27,local_data\tc_public\tc_public_27\input.blif,dc2_fast,dc2_fast@clean,default,selected_candidate,,results_candidate\r8_release_like_ascii\public30\tc_public_27\output.blif,results_candidate\r8_release_like_ascii\public30\tc_public_27\work\variants\clean\output.candidate.blif,results_candidate\r8_release_like_ascii\public30\tc_public_27\work\variants\clean\baseline.blif,376,7,376,7,376,7,576,20,0,0,True,1.033441,1.175918,1.118117,14.996,results_candidate\r8_release_like_ascii\public30\tc_public_27\work\logs,clean,"clean,inputs,outputs,both",0,0,0
tc_public_28,local_data\tc_public\tc_public_28\input.blif,dc2_fast,dc2_fast@clean,default,selected_candidate,,results_candidate\r8_release_like_ascii\public30\tc_public_28\output.blif,results_candidate\r8_release_like_ascii\public30\tc_public_28\work\variants\clean\output.candidate.blif,results_candidate\r8_release_like_ascii\public30\tc_public_28\work\variants\clean\baseline.blif,520,7,520,7,520,7,576,20,0,0,True,1.082842,1.209116,1.007142,17.207,results_candidate\r8_release_like_ascii\public30\tc_public_28\work\logs,clean,"clean,inputs,outputs,both",0,0,0
tc_public_29,local_data\tc_public\tc_public_29\input.blif,dc2_fast,dc2_fast@clean,default,selected_candidate,,results_candidate\r8_release_like_ascii\public30\tc_public_29\output.blif,results_candidate\r8_release_like_ascii\public30\tc_public_29\work\variants\clean\output.candidate.blif,results_candidate\r8_release_like_ascii\public30\tc_public_29\work\variants\clean\baseline.blif,109,7,110,7,109,7,121,8,0,0,True,0.842824,0.931391,1.038211,14.43,results_candidate\r8_release_like_ascii\public30\tc_public_29\work\logs,clean,"clean,inputs,outputs,both",0,0,0
tc_public_3,local_data\tc_public\tc_public_3\input.blif,sop_fx,sop_fx@outputs,tiny_high_fanin_sop,selected_candidate,,results_candidate\r8_release_like_ascii\public30\tc_public_3\output.blif,results_candidate\r8_release_like_ascii\public30\tc_public_3\work\variants\outputs\output.candidate.blif,results_candidate\r8_release_like_ascii\public30\tc_public_3\work\variants\outputs\baseline.blif,108,8,157,11,108,8,208,13,0,0,True,0.712747,1.550127,0.984405,9.367,results_candidate\r8_release_like_ascii\public30\tc_public_3\work\logs,outputs,"clean,inputs,outputs,both",0,0,0
tc_public_30,local_data\tc_public\tc_public_30\input.blif,high_aig_three_round,high_aig_three_round@both,large_runtime_aig_high_effort,selected_candidate,,results_candidate\r8_release_like_ascii\public30\tc_public_30\output.blif,results_candidate\r8_release_like_ascii\public30\tc_public_30\work\variants\both\output.candidate.blif,results_candidate\r8_release_like_ascii\public30\tc_public_30\work\variants\both\baseline.blif,4806,21,7476,22,4806,21,14139,1036,0,0,True,6.667678,31.35722,1.086646,34.527,results_candidate\r8_release_like_ascii\public30\tc_public_30\work\logs,both,"clean,inputs,outputs,both",0,0,0
tc_public_4,local_data\tc_public\tc_public_4\input.blif,sop_fx,sop_fx@clean,tiny_high_fanin_sop,selected_candidate,,results_candidate\r8_release_like_ascii\public30\tc_public_4\output.blif,results_candidate\r8_release_like_ascii\public30\tc_public_4\work\variants\clean\output.candidate.blif,results_candidate\r8_release_like_ascii\public30\tc_public_4\work\variants\clean\baseline.blif,69,8,115,9,69,8,145,12,0,0,True,0.713553,1.483,0.910027,9.352,results_candidate\r8_release_like_ascii\public30\tc_public_4\work\logs,clean,"clean,inputs,outputs,both",0,0,0
tc_public_5,local_data\tc_public\tc_public_5\input.blif,dc2_fast,dc2_fast@clean,default,selected_candidate,,results_candidate\r8_release_like_ascii\public30\tc_public_5\output.blif,results_candidate\r8_release_like_ascii\public30\tc_public_5\work\variants\clean\output.candidate.blif,results_candidate\r8_release_like_ascii\public30\tc_public_5\work\variants\clean\baseline.blif,65,2,66,2,65,2,128,2,0,0,True,0.898253,0.920387,0.982333,9.672,results_candidate\r8_release_like_ascii\public30\tc_public_5\work\logs,clean,"clean,inputs,outputs,both",0,0,0
tc_public_6,local_data\tc_public\tc_public_6\input.blif,sop_fx,sop_fx@clean,tiny_high_fanin_sop,selected_candidate,,results_candidate\r8_release_like_ascii\public30\tc_public_6\output.blif,results_candidate\r8_release_like_ascii\public30\tc_public_6\work\variants\clean\output.candidate.blif,results_candidate\r8_release_like_ascii\public30\tc_public_6\work\variants\clean\baseline.blif,162,4,162,4,162,4,256,5,0,0,True,0.772675,1.516942,1.003403,9.609,results_candidate\r8_release_like_ascii\public30\tc_public_6\work\logs,clean,"clean,inputs,outputs,both",0,0,0
tc_public_7,local_data\tc_public\tc_public_7\input.blif,sop_fx,sop_fx@clean,tiny_high_fanin_sop,selected_candidate,,results_candidate\r8_release_like_ascii\public30\tc_public_7\output.blif,results_candidate\r8_release_like_ascii\public30\tc_public_7\work\variants\clean\output.candidate.blif,results_candidate\r8_release_like_ascii\public30\tc_public_7\work\variants\clean\baseline.blif,252,3,252,3,252,3,252,3,0,0,True,0.730082,1.397191,0.927652,9.66,results_candidate\r8_release_like_ascii\public30\tc_public_7\work\logs,clean,"clean,inputs,outputs,both",0,0,0
tc_public_8,local_data\tc_public\tc_public_8\input.blif,sop_fx,sop_fx@clean,tiny_high_fanin_sop,selected_candidate,,results_candidate\r8_release_like_ascii\public30\tc_public_8\output.blif,results_candidate\r8_release_like_ascii\public30\tc_public_8\work\variants\clean\output.candidate.blif,results_candidate\r8_release_like_ascii\public30\tc_public_8\work\variants\clean\baseline.blif,193,3,193,3,193,3,193,3,0,0,True,0.771974,1.473951,0.968164,9.625,results_candidate\r8_release_like_ascii\public30\tc_public_8\work\logs,clean,"clean,inputs,outputs,both",0,0,0
tc_public_9,local_data\tc_public\tc_public_9\input.blif,sop_fx,sop_fx@clean,tiny_high_fanin_sop,selected_candidate,,results_candidate\r8_release_like_ascii\public30\tc_public_9\output.blif,results_candidate\r8_release_like_ascii\public30\tc_public_9\work\variants\clean\output.candidate.blif,results_candidate\r8_release_like_ascii\public30\tc_public_9\work\variants\clean\baseline.blif,224,5,224,5,224,5,224,5,0,0,True,0.719049,1.506168,0.941612,9.582,results_candidate\r8_release_like_ascii\public30\tc_public_9\work\logs,clean,"clean,inputs,outputs,both",0,0,0
