case,input_path,requested_pipeline,selected_pipeline,status,fallback_reason,output_path,candidate_path,baseline_path,candidate_nodes,candidate_levels,baseline_nodes,baseline_levels,selected_nodes,selected_levels,original_nodes,original_levels,opt_returncode,cec_returncode,cec_pass,opt_runtime_sec,cec_runtime_sec,stats_runtime_sec,peak_mem_mb,log_dir
tc_public_1,data\tc_public\tc_public_1\input.blif,sharecone_v1,baseline,fallback_baseline,candidate_metrics_worse_than_baseline,results\sharecone_v1\tc_public_1\output.blif,results\sharecone_v1\tc_public_1\output.candidate.blif,results\baseline\tc_public_1\output.blif,143,8,142,8,142,8,207,13,0,0,True,0.08286840002983809,0.08125319995451719,0.1252786999102682,10.40234375,results\sharecone_v1\tc_public_1\logs
tc_public_10,data\tc_public\tc_public_10\input.blif,sharecone_v1,sharecone_v1,selected_candidate,,results\sharecone_v1\tc_public_10\output.blif,results\sharecone_v1\tc_public_10\output.candidate.blif,results\baseline\tc_public_10\output.blif,161,4,161,4,161,4,192,5,0,0,True,0.09771290002390742,0.0627404999686405,0.12263830006122589,10.3359375,results\sharecone_v1\tc_public_10\logs
tc_public_11,data\tc_public\tc_public_11\input.blif,sharecone_v1,sharecone_v1,selected_candidate,,results\sharecone_v1\tc_public_11\output.blif,results\sharecone_v1\tc_public_11\output.candidate.blif,results\baseline\tc_public_11\output.blif,1064,6,1064,6,1064,6,1064,6,0,0,True,0.09775070007890463,0.08124899992253631,0.1414403000380844,10.91015625,results\sharecone_v1\tc_public_11\logs
tc_public_12,data\tc_public\tc_public_12\input.blif,sharecone_v1,sharecone_v1,selected_candidate,,results\sharecone_v1\tc_public_12\output.blif,results\sharecone_v1\tc_public_12\output.candidate.blif,results\baseline\tc_public_12\output.blif,1407,13,1407,13,1407,13,1482,15,0,0,True,0.09725099999923259,0.08128110005054623,0.12067689991090447,10.34375,results\sharecone_v1\tc_public_12\logs
tc_public_13,data\tc_public\tc_public_13\input.blif,sharecone_v1,sharecone_v1,selected_candidate,,results\sharecone_v1\tc_public_13\output.blif,results\sharecone_v1\tc_public_13\output.candidate.blif,results\baseline\tc_public_13\output.blif,1048,14,1130,14,1048,14,1284,17,0,0,True,0.0972063000081107,0.17185990000143647,0.12905240000691265,15.91015625,results\sharecone_v1\tc_public_13\logs
tc_public_14,data\tc_public\tc_public_14\input.blif,sharecone_v1,sharecone_v1,selected_candidate,,results\sharecone_v1\tc_public_14\output.blif,results\sharecone_v1\tc_public_14\output.candidate.blif,results\baseline\tc_public_14\output.blif,2506,19,4474,26,2506,19,6388,29,0,0,True,0.31516809994354844,0.14145899994764477,0.1523710999172181,19.51953125,results\sharecone_v1\tc_public_14\logs
tc_public_15,data\tc_public\tc_public_15\input.blif,sharecone_v1,sharecone_v1,selected_candidate,,results\sharecone_v1\tc_public_15\output.blif,results\sharecone_v1\tc_public_15\output.candidate.blif,results\baseline\tc_public_15\output.blif,928,10,928,10,928,10,931,12,0,0,True,0.08378220000304282,0.08537079999223351,0.1330285998992622,11.12109375,results\sharecone_v1\tc_public_15\logs
tc_public_16,data\tc_public\tc_public_16\input.blif,sharecone_v1,sharecone_v1,selected_candidate,,results\sharecone_v1\tc_public_16\output.blif,results\sharecone_v1\tc_public_16\output.candidate.blif,results\baseline\tc_public_16\output.blif,45,6,45,6,45,6,45,6,0,0,True,0.08594270003959537,0.06677829998079687,0.11357349995523691,10.11328125,results\sharecone_v1\tc_public_16\logs
tc_public_17,data\tc_public\tc_public_17\input.blif,sharecone_v1,sharecone_v1,selected_candidate,,results\sharecone_v1\tc_public_17\output.blif,results\sharecone_v1\tc_public_17\output.candidate.blif,results\baseline\tc_public_17\output.blif,93,6,93,6,93,6,93,6,0,0,True,0.08742819994222373,0.08324139995966107,0.11319809989072382,10.1484375,results\sharecone_v1\tc_public_17\logs
tc_public_18,data\tc_public\tc_public_18\input.blif,sharecone_v1,sharecone_v1,selected_candidate,,results\sharecone_v1\tc_public_18\output.blif,results\sharecone_v1\tc_public_18\output.candidate.blif,results\baseline\tc_public_18\output.blif,522,12,522,12,522,12,525,12,0,0,True,0.0873943999176845,0.12574940000195056,0.1147311998065561,12.36328125,results\sharecone_v1\tc_public_18\logs
