case,input_path,requested_pipeline,selected_pipeline,selector_reason,status,fallback_reason,output_path,candidate_path,baseline_path,candidate_nodes,candidate_levels,baseline_nodes,baseline_levels,selected_nodes,selected_levels,original_nodes,original_levels,opt_returncode,cec_returncode,cec_pass,opt_runtime_sec,cec_runtime_sec,stats_runtime_sec,peak_mem_mb,log_dir,chosen_variant,attempted_variants,inner_fallback_count,original_cec_fail_count,entry_returncode,r28_gated_r27_gate,r28_gated_r27_status,r28_postpass,r28_postpass_accepted,r28_postpass_reject_reason,r28_postpass_opt_returncode,r28_postpass_cec_pass,r28_postpass_opt_error,r28_node_delta_vs_v5,r28_level_delta_vs_v5,r29_postpass_gate,r29_postpass_status,r29_postpass,r29_postpass_accepted,r29_postpass_reject_reason,r29_postpass_opt_returncode,r29_postpass_cec_pass,r29_postpass_opt_error,r29_node_delta_vs_v6,r29_level_delta_vs_v6,r30b_postpass_gate,r30b_postpass_status,r30b_postpass,r30b_postpass_accepted,r30b_postpass_reject_reason,r30b_postpass_opt_returncode,r30b_postpass_cec_pass,r30b_postpass_opt_error,r30b_node_delta_vs_v7,r30b_level_delta_vs_v7,r30b_profile_runtime_sec,r30b_profile_status,r30b_profile_skip_reason,r30b_cluster_bucket,r30b_cluster_potential_score,r30b_high_overlap_pairs,r30b_largest_cluster_size,r30b_po_count,r30b_node_count
tc_public_12,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_12\input.blif,r10_medium_fraig_cleanup,r10_medium_fraig_cleanup@clean+r29_mfs_strash_dc2_rwz_bal+r30b_odc_resub_f1,medium_runtime_fraig_cleanup,selected_candidate,,results_candidate\r30b_release_integration_smoke\outputs\tc_public_12\output.blif,results_candidate\r30b_release_integration_smoke\outputs\tc_public_12\work\v7\work\v6\work\v5\work\variants\clean\output.candidate.blif,results_candidate\r30b_release_integration_smoke\outputs\tc_public_12\work\v7\work\v6\work\v5\work\variants\clean\baseline.blif,1370,14,1407,13,1366,14,1482,15,0,0,True,1.538305,0.862166,0.644413,9.719,results_candidate\r30b_release_integration_smoke\outputs\tc_public_12\work\logs,clean,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,medium_runtime_fraig_cleanup,accepted,r29_mfs_strash_dc2_rwz_bal,r29_mfs_strash_dc2_rwz_bal,,0,True,False,-3,0,mid_nodes_high_overlap_cluster,accepted,r30b_odc_resub_f1,r30b_odc_resub_f1,,0,True,False,-1,0,0.059912,ok,,cluster_high,100.000000,275,8,532,1370
tc_public_19,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_19\input.blif,r9_dc2_fraig_cleanup,r9_dc2_fraig_cleanup@inputs+r29_mfs_strash_dc2_rwz_bal+r30b_odc_resub_f1,large_smallpo_fraig_cleanup,selected_candidate,,results_candidate\r30b_release_integration_smoke\outputs\tc_public_19\output.blif,results_candidate\r30b_release_integration_smoke\outputs\tc_public_19\work\v7\work\v6\work\v5\work\variants\inputs\output.candidate.blif,results_candidate\r30b_release_integration_smoke\outputs\tc_public_19\work\v7\work\v6\work\v5\work\variants\inputs\baseline.blif,5184,18,5403,18,5124,18,5478,18,0,0,True,10.362568,6.943177,0.712755,21.328,results_candidate\r30b_release_integration_smoke\outputs\tc_public_19\work\logs,inputs,"clean,inputs,outputs,both",0,0,0,gate_not_matched,skipped,r28_r27_mfs_fraig_dc2_bal,,gate_not_matched,,,,0,0,large_smallpo_fraig_cleanup,accepted,r29_mfs_strash_dc2_rwz_bal,r29_mfs_strash_dc2_rwz_bal,,0,True,False,-27,0,huge_highlevel_low_overlap,accepted,r30b_odc_resub_f1,r30b_odc_resub_f1,,0,True,False,-33,0,0.012291,ok,,cluster_none,24.607330,0,0,11,5157
