case,candidate,raw_nodes_delta,selected_nodes_delta,level_delta,runtime_delta,RSS_delta,raw_status,selected_status,fallback_used,fallback_reason,feature_bucket,scale_grade,high_fanin_sop,near_two_input_aig,two_input_ratio_bin,names_bin,cubes_bin,outputs_bin,possible_filter_rule,coarse_rule_avoidable
tc_public_13,dc2_ifraig_cleanup,0,0,0,-0.04002,0.941625,ok,selected_raw,false,,small|not_sop|non_aig|two_ratio_high,small,false,false,two_ratio_high,names_small,cubes_small,po_small,avoid small + high_fanin_sop=false + near_two_input_aig=false + two_ratio_high,False
tc_public_14,dc2_ifraig_cleanup,-1432,-1432,-8,0.038455,-1.062219,ok,selected_raw,false,,large|not_sop|near_aig|two_ratio_very_high,large,false,true,two_ratio_very_high,names_large,cubes_medium,po_medium,avoid large + high_fanin_sop=false + near_two_input_aig=true + two_ratio_very_high,False
tc_public_16,dc2_ifraig_cleanup,0,0,0,-0.041843,0.379312,ok,selected_raw,false,,tiny|not_sop|non_aig|two_ratio_low,tiny,false,false,two_ratio_low,names_tiny,cubes_tiny,po_tiny,avoid tiny + high_fanin_sop=false + near_two_input_aig=false + two_ratio_low,False
tc_public_17,dc2_ifraig_cleanup,0,0,0,-0.054915,0.086156,ok,selected_raw,false,,small|not_sop|non_aig|two_ratio_low,small,false,false,two_ratio_low,names_small,cubes_small,po_tiny,avoid small + high_fanin_sop=false + near_two_input_aig=false + two_ratio_low,False
tc_public_20,dc2_ifraig_cleanup,-75,-75,0,-0.134047,0.0355,ok,selected_raw,false,,large|not_sop|near_aig|two_ratio_near_one,large,false,true,two_ratio_near_one,names_large,cubes_large,po_small,avoid large + high_fanin_sop=false + near_two_input_aig=true + two_ratio_near_one,False
tc_public_24,dc2_ifraig_cleanup,0,0,0,-0.053954,0.176094,ok,selected_raw,false,,small|not_sop|near_aig|two_ratio_very_high,small,false,true,two_ratio_very_high,names_small,cubes_small,po_small,avoid small + high_fanin_sop=false + near_two_input_aig=true + two_ratio_very_high,False
tc_public_25,dc2_ifraig_cleanup,0,0,0,-0.055701,0.386281,ok,selected_raw,false,,small|not_sop|near_aig|two_ratio_high,small,false,true,two_ratio_high,names_small,cubes_tiny,po_small,avoid small + high_fanin_sop=false + near_two_input_aig=true + two_ratio_high,False
tc_public_26,dc2_ifraig_cleanup,-12,-12,0,-0.057094,0.558594,ok,selected_raw,false,,medium|not_sop|near_aig|two_ratio_near_one,medium,false,true,two_ratio_near_one,names_medium,cubes_small,po_medium,avoid medium + high_fanin_sop=false + near_two_input_aig=true + two_ratio_near_one,False
tc_public_27,dc2_ifraig_cleanup,4,4,1,-0.04391,0.32075,ok,selected_raw,false,,small|not_sop|near_aig|two_ratio_high,small,false,true,two_ratio_high,names_small,cubes_small,po_small,avoid small + high_fanin_sop=false + near_two_input_aig=true + two_ratio_high,False
tc_public_28,dc2_ifraig_cleanup,4,4,1,-0.010543,2.355937,ok,selected_raw,false,,small|not_sop|near_aig|two_ratio_high,small,false,true,two_ratio_high,names_small,cubes_small,po_small,avoid small + high_fanin_sop=false + near_two_input_aig=true + two_ratio_high,False
tc_public_29,dc2_ifraig_cleanup,0,0,0,-0.066747,0.098094,ok,selected_raw,false,,small|not_sop|near_aig|two_ratio_high,small,false,true,two_ratio_high,names_small,cubes_tiny,po_small,avoid small + high_fanin_sop=false + near_two_input_aig=true + two_ratio_high,False
tc_public_3,dc2_ifraig_cleanup,15,15,0,-0.068472,-3.1e-05,ok,selected_raw,false,,tiny|high_sop|non_aig|two_ratio_low,tiny,true,false,two_ratio_low,names_tiny,cubes_tiny,po_small,avoid tiny + high_fanin_sop=true + near_two_input_aig=false + two_ratio_low,True
tc_public_30,dc2_ifraig_cleanup,734,0,0,-0.253225,0.039313,metric_regression,fallback_current_final,true,metric_regression: nodes_worse:734,large|not_sop|near_aig|two_ratio_near_one,large,false,true,two_ratio_near_one,names_large,cubes_large,po_small,avoid large + high_fanin_sop=false + near_two_input_aig=true + two_ratio_near_one,False
tc_public_4,dc2_ifraig_cleanup,37,0,2,-0.081894,-0.023469,metric_regression,fallback_current_final,true,metric_regression: nodes_worse:37,tiny|high_sop|non_aig|two_ratio_low,tiny,true,false,two_ratio_low,names_tiny,cubes_tiny,po_small,avoid tiny + high_fanin_sop=true + near_two_input_aig=false + two_ratio_low,True
tc_public_5,dc2_ifraig_cleanup,0,0,0,-0.075209,0.574469,ok,selected_raw,false,,small|not_sop|near_aig|two_ratio_near_one,small,false,true,two_ratio_near_one,names_small,cubes_tiny,po_medium,avoid small + high_fanin_sop=false + near_two_input_aig=true + two_ratio_near_one,False
tc_public_8,dc2_ifraig_cleanup,-1,-1,1,-0.054417,-0.508125,ok,selected_raw,false,,small|high_sop|non_aig|two_ratio_mid,small,true,false,two_ratio_mid,names_small,cubes_tiny,po_medium,avoid small + high_fanin_sop=true + near_two_input_aig=false + two_ratio_mid,False
tc_public_1,high_aig_three_round,14,14,-2,-0.051336,0.207187,ok,selected_raw,false,,tiny|high_sop|non_aig|two_ratio_low,tiny,true,false,two_ratio_low,names_tiny,cubes_tiny,po_small,avoid tiny + high_fanin_sop=true + near_two_input_aig=false + two_ratio_low,True
tc_public_11,high_aig_three_round,0,0,0,-0.033073,0.445406,ok,selected_raw,false,,medium|not_sop|near_aig|two_ratio_near_one,medium,false,true,two_ratio_near_one,names_medium,cubes_small,po_medium,avoid medium + high_fanin_sop=false + near_two_input_aig=true + two_ratio_near_one,False
tc_public_13,high_aig_three_round,0,0,0,-0.005882,0.046625,ok,selected_raw,false,,small|not_sop|non_aig|two_ratio_high,small,false,false,two_ratio_high,names_small,cubes_small,po_small,avoid small + high_fanin_sop=false + near_two_input_aig=false + two_ratio_high,False
tc_public_15,high_aig_three_round,-5,-5,0,-0.025406,2.761375,ok,selected_raw,false,,small|not_sop|near_aig|two_ratio_near_one,small,false,true,two_ratio_near_one,names_small,cubes_small,po_medium,avoid small + high_fanin_sop=false + near_two_input_aig=true + two_ratio_near_one,False
tc_public_16,high_aig_three_round,0,0,0,-0.042407,0.004312,ok,selected_raw,false,,tiny|not_sop|non_aig|two_ratio_low,tiny,false,false,two_ratio_low,names_tiny,cubes_tiny,po_tiny,avoid tiny + high_fanin_sop=false + near_two_input_aig=false + two_ratio_low,False
tc_public_18,high_aig_three_round,-6,-6,0,-0.068452,4.000187,ok,selected_raw,false,,medium|not_sop|near_aig|two_ratio_near_one,medium,false,true,two_ratio_near_one,names_medium,cubes_small,po_small,avoid medium + high_fanin_sop=false + near_two_input_aig=true + two_ratio_near_one,False
tc_public_19,high_aig_three_round,-27,-27,0,0.236795,0.625094,ok,selected_raw,false,,large|not_sop|near_aig|two_ratio_near_one,large,false,true,two_ratio_near_one,names_large,cubes_large,po_small,avoid large + high_fanin_sop=false + near_two_input_aig=true + two_ratio_near_one,False
tc_public_20,high_aig_three_round,-21,-21,0,0.221084,0.3945,ok,selected_raw,false,,large|not_sop|near_aig|two_ratio_near_one,large,false,true,two_ratio_near_one,names_large,cubes_large,po_small,avoid large + high_fanin_sop=false + near_two_input_aig=true + two_ratio_near_one,False
tc_public_21,high_aig_three_round,-21,-21,0,0.3029,0.648937,ok,selected_raw,false,,large|not_sop|near_aig|two_ratio_near_one,large,false,true,two_ratio_near_one,names_large,cubes_large,po_small,avoid large + high_fanin_sop=false + near_two_input_aig=true + two_ratio_near_one,False
tc_public_22,high_aig_three_round,-18,-18,0,1.032381,0.554594,ok,selected_raw,false,,large|not_sop|near_aig|two_ratio_near_one,large,false,true,two_ratio_near_one,names_large,cubes_large,po_small,avoid large + high_fanin_sop=false + near_two_input_aig=true + two_ratio_near_one,False
tc_public_23,high_aig_three_round,0,0,0,-0.010219,0.546719,ok,selected_raw,false,,medium|not_sop|near_aig|two_ratio_near_one,medium,false,true,two_ratio_near_one,names_medium,cubes_medium,po_tiny,avoid medium + high_fanin_sop=false + near_two_input_aig=true + two_ratio_near_one,False
tc_public_26,high_aig_three_round,4,4,0,0.015365,0.456594,ok,selected_raw,false,,medium|not_sop|near_aig|two_ratio_near_one,medium,false,true,two_ratio_near_one,names_medium,cubes_small,po_medium,avoid medium + high_fanin_sop=false + near_two_input_aig=true + two_ratio_near_one,False
tc_public_27,high_aig_three_round,0,0,0,0.010393,-0.00425,ok,selected_raw,false,,small|not_sop|near_aig|two_ratio_high,small,false,true,two_ratio_high,names_small,cubes_small,po_small,avoid small + high_fanin_sop=false + near_two_input_aig=true + two_ratio_high,False
tc_public_28,high_aig_three_round,0,0,0,0.012928,1.222938,ok,selected_raw,false,,small|not_sop|near_aig|two_ratio_high,small,false,true,two_ratio_high,names_small,cubes_small,po_small,avoid small + high_fanin_sop=false + near_two_input_aig=true + two_ratio_high,False
tc_public_3,high_aig_three_round,24,24,1,-0.053083,0.019969,ok,selected_raw,false,,tiny|high_sop|non_aig|two_ratio_low,tiny,true,false,two_ratio_low,names_tiny,cubes_tiny,po_small,avoid tiny + high_fanin_sop=true + near_two_input_aig=false + two_ratio_low,True
tc_public_4,high_aig_three_round,35,0,1,-0.103055,-0.007469,metric_regression,fallback_current_final,true,metric_regression: nodes_worse:35,tiny|high_sop|non_aig|two_ratio_low,tiny,true,false,two_ratio_low,names_tiny,cubes_tiny,po_small,avoid tiny + high_fanin_sop=true + near_two_input_aig=false + two_ratio_low,True
tc_public_8,high_aig_three_round,-1,-1,1,-0.060173,0.011875,ok,selected_raw,false,,small|high_sop|non_aig|two_ratio_mid,small,true,false,two_ratio_mid,names_small,cubes_tiny,po_medium,avoid small + high_fanin_sop=true + near_two_input_aig=false + two_ratio_mid,False
