phase,usage_note,family,pipeline_id,pipeline_hash,selector_eligible,offline_only,normalized_steps,timeout_profile,timeout_profile_override,case,scale_grade,final_nodes,final_levels,final_total_time_sec,final_peak_rss_mb,raw_nodes,raw_levels,raw_cec_status,raw_status,selected_nodes,selected_levels,selected_status,fallback_used,fallback_reason,metric_regression,metric_regression_reasons,raw_node_delta_vs_final,raw_level_delta_vs_final,selected_node_delta_vs_final,selected_level_delta_vs_final,opt_time,cec_time,stats_time,total_time,peak_RSS,runtime_ratio_vs_final,rss_ratio_vs_final,opt_returncode,cec_returncode,output_path,candidate_path,log_dir,cache_key
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_12,medium,1385,13,0.346738,13.5625,1387,14,passed,ok,1387,14,selected_raw,false,,false,,2,1,2,1,0.118867,0.082354,0.060728,0.261949,12.191,0.755468,0.898906,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_12\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_12\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_12\logs,395a34321fa5ebf441a2c9e72ede7699bbd467bc55906519e12c3d4a2561c13e
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_13,small,1058,13,0.421358,15.734375,1043,13,passed,ok,1043,13,selected_raw,false,,false,,-15,0,-15,0,0.122656,0.121560,0.064453,0.308669,15.508,0.732557,0.985601,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_13\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_13\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_13\logs,d4d6ef8cfe6e7c43cb462edb6cba15de588a1ded7df702b9abd85d0e2950da25
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_14,large,3703,25,0.586281,19.07421875,2204,17,passed,ok,2204,17,selected_raw,false,,false,,-1499,-8,-1499,-8,0.354720,0.139458,0.064003,0.558181,20.969,0.952070,1.099324,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_14\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_14\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_14\logs,3a97c9931e32b51df7df2dedfa3a00a4efa5c1a37f50267be6f0b76405549ce5
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_15,small,927,11,0.323562,10.890625,927,11,passed,ok,927,11,selected_raw,false,,false,,0,0,0,0,0.101919,0.100143,0.062544,0.264606,11.520,0.817790,1.057747,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_15\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_15\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_15\logs,8c9012b5245a326284bc71ce6eb5f95dff1521ceec6d418320a5d20156ad23d8
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_16,tiny,45,6,0.251822,9.9296875,45,6,passed,ok,45,6,selected_raw,false,,false,,0,0,0,0,0.081846,0.062001,0.046409,0.190256,10.016,0.755519,1.008655,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_16\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_16\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_16\logs,294c9fc34f7c41134d160a2696c59aed70c3e778b7085e2822a6a3887d270993
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_17,small,93,6,0.265710,9.96484375,93,6,passed,ok,93,6,selected_raw,false,,false,,0,0,0,0,0.080866,0.062110,0.061520,0.204496,10.039,0.769622,1.007448,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_17\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_17\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_17\logs,bb547cef5641de2eeae45d1b6399898f608a14b1228177b800be1dfc7902ebec
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_18,medium,498,12,0.469088,12.2578125,498,12,passed,ok,498,12,selected_raw,false,,false,,0,0,0,0,0.181469,0.166348,0.062997,0.410814,14.852,0.875773,1.211600,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_18\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_18\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_18\logs,7d0755511cbfbb80448a1634b755d2415a14b38aef9f64a5fad06e0b48359b99
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_19,large,5304,18,1.905276,22.62890625,5304,18,passed,ok,5304,18,selected_raw,false,,false,,0,0,0,0,1.233057,0.455597,0.061843,1.750497,22.500,0.918763,0.994303,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_19\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_19\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_19\logs,3e0f03d696fc3b40b0db2f40c3c95ff20838b47fdecd35afc548df586abf37d2
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_2,tiny,19,4,0.299974,10.2578125,19,4,passed,ok,19,4,selected_raw,false,,false,,0,0,0,0,0.082423,0.098172,0.063019,0.243614,10.250,0.812118,0.999238,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_2\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_2\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_2\logs,906d99759f422e3b94bd152976303f15c6c9b672fc208fd271a6f58f6be159ed
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_20,large,5559,20,1.988655,23.0625,5559,20,passed,ok,5559,20,selected_raw,false,,false,,0,0,0,0,1.322009,0.522839,0.060753,1.905601,22.789,0.958236,0.988144,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_20\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_20\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_20\logs,2ccbfa0f6f0281e60e3269a5226ab5e1d5b257eb34767405ac19561b41513dfc
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_21,large,5577,20,1.987602,23.2890625,5577,20,passed,ok,5577,20,selected_raw,false,,false,,0,0,0,0,1.310463,0.475964,0.062523,1.848950,23.086,0.930242,0.991278,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_21\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_21\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_21\logs,f8fde21e41dae71261e20140b05541671ef83c836aa3c02fe6431540b28f2780
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_22,large,11067,20,3.665116,30.44140625,11067,20,passed,ok,11067,20,selected_raw,false,,false,,0,0,0,0,2.515883,0.957166,0.082720,3.555769,30.105,0.970165,0.988964,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_22\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_22\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_22\logs,1a7edc79b3a4506d2d1cb2b400e2996a1e268a3eea94de400a3499c9f233a465
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_23,medium,1530,16,0.312543,12.61328125,1530,16,passed,ok,1530,16,selected_raw,false,,false,,0,0,0,0,0.121022,0.084213,0.060640,0.265875,12.758,0.850683,1.011459,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_23\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_23\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_23\logs,8cf3189c1e813d5a767c4c0bc1f7da1cc8b1d4dd9e0dc4fd76ba357e3be48bd7
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_24,small,215,8,0.272149,10.12890625,215,8,passed,ok,215,8,selected_raw,false,,false,,0,0,0,0,0.079661,0.063376,0.060978,0.204015,10.266,0.749644,1.013498,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_24\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_24\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_24\logs,7a531eaba7f5a5c855ecb1d7f0d09e6ab9155638700ab88dbf6a77b3ac05a391
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_25,small,26,4,0.268111,10.13671875,26,4,passed,ok,26,4,selected_raw,false,,false,,0,0,0,0,0.081499,0.062523,0.045036,0.189058,10.211,0.705149,1.007322,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_25\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_25\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_25\logs,e1d5667e69620aad0fec48ea07ddc497df831722643e9a45fa1ebce18c105959
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_26,medium,1048,10,0.337020,10.94140625,1048,10,passed,ok,1048,10,selected_raw,false,,false,,0,0,0,0,0.118144,0.082525,0.060715,0.261384,12.008,0.775573,1.097465,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_26\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_26\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_26\logs,513e889833c22f083cd17536b4ce2f8d128a810c456162473c2cc8ceeca12bf5
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_27,small,376,7,0.268204,10.40625,380,8,passed,ok,380,8,selected_raw,false,,false,,4,1,4,1,0.097438,0.061967,0.063555,0.222960,9.941,0.831309,0.955330,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_27\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_27\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_27\logs,72f63b399cc00b05a63300d6e07549943ad47052dcb1656bd958876840afeabe
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_28,small,520,7,0.260640,10.2890625,524,8,passed,ok,524,8,selected_raw,false,,false,,4,1,4,1,0.117643,0.062051,0.061684,0.241378,11.246,0.926096,1.093014,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_28\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_28\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_28\logs,430fcc82ca738dadc4996747719fba77f85cf8cc49481c0403c84ec2dcdae7eb
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_29,small,109,7,0.275448,10.00390625,109,7,passed,ok,109,7,selected_raw,false,,false,,0,0,0,0,0.081226,0.064715,0.063431,0.209372,10.141,0.760114,1.013667,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_29\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_29\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_29\logs,bcfe4fc6dd350afb81939bebac2da9d297f39dad1ae534fc385ba3d00ca20f2b
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_3,tiny,109,8,0.299433,10.33203125,136,8,passed,metric_regression,109,8,fallback_current_final,true,metric_regression: nodes_worse:27,true,nodes_worse:27,27,0,0,0,0.084273,0.083475,0.047803,0.215551,10.336,0.719864,1.000378,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_3\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_3\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_3\logs,8767f7a525b4083a2aa101d83e65498c0091ace1f6183190a7005451313732e9
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_30,large,6613,21,2.162263,31.3046875,6613,21,passed,ok,6613,21,selected_raw,false,,false,,0,0,0,0,0.508131,1.462513,0.060362,2.031006,33.090,0.939297,1.057025,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_30\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_30\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_30\logs,fc42c32e11ebcb149ba8e4665d73fa010813fd985068cc8529264d9a4fe9b39f
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_4,tiny,69,8,0.331617,10.35546875,108,9,passed,metric_regression,69,8,fallback_current_final,true,metric_regression: nodes_worse:39,true,nodes_worse:39,39,1,0,0,0.082994,0.085037,0.077851,0.245882,10.352,0.741464,0.999623,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_4\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_4\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_4\logs,6e2ce0a8b5b86b7f8cc351711f98f41ab6089e25fc3a440de66c99094e494737
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_5,small,65,2,0.301763,10.39453125,65,2,passed,ok,65,2,selected_raw,false,,false,,0,0,0,0,0.081345,0.062227,0.044664,0.188236,10.516,0.623788,1.011650,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_5\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_5\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_5\logs,147eadc7a672b8dd139573e5e8e91fc6e234f1cf8bcbc18fdb59118a219347dc
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_6,small,162,4,0.311217,10.6171875,162,4,passed,ok,162,4,selected_raw,false,,false,,0,0,0,0,0.083004,0.082947,0.061142,0.227093,10.602,0.729692,0.998528,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_6\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_6\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_6\logs,ab1de50441762411ee5f9b32f4170a04098c80b6934e57d498d08ccae6c38087
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_7,small,252,3,0.270967,10.65234375,252,3,passed,ok,252,3,selected_raw,false,,false,,0,0,0,0,0.081215,0.081649,0.045833,0.208697,10.664,0.770195,1.001100,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_7\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_7\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_7\logs,52e11a2f94dc2c70a31751ccb370b060c77e9adaaceab1a6394e3891c4925e34
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_8,small,193,3,0.307302,10.578125,192,4,passed,ok,192,4,selected_raw,false,,false,,-1,1,-1,1,0.081091,0.103585,0.045723,0.230399,10.062,0.749748,0.951256,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_8\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_8\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_8\logs,0653a535c6174ed4505270981f4301ebb656418cdf4abdb14a5d9cf4da08a5c3
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_clean,555efd23e8a5,false,true,strash; fraig; balance; rewrite -z; refactor -z; dc2; balance,default,,tc_public_9,tiny,224,5,0.284901,10.55859375,224,5,passed,ok,224,5,selected_raw,false,,false,,0,0,0,0,0.081176,0.099520,0.044499,0.225195,10.551,0.790432,0.999260,0,0,results\pipeline_search2\full\choice_fraig_clean\tc_public_9\selected.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_9\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_clean\tc_public_9\logs,076fd51c20aa5aa21578b303c1871628985841c451968d1c3203070e1a5638d8
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_ifraig_recover,a44a39d04dcc,false,true,strash; fraig; ifraig; dc2; balance; rewrite -z; refactor -z; balance,default,,tc_public_1,tiny,103,10,0.299524,10.1328125,124,9,passed,ok,124,9,selected_raw,false,,false,,21,-1,21,-1,0.114303,0.082104,0.043777,0.240184,10.332,0.801885,1.019661,0,0,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_1\selected.blif,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_1\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_1\logs,6143c506e23db47f7b9a224458661539d40ca245bee6994c4ba7baadf6aa4b95
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_ifraig_recover,a44a39d04dcc,false,true,strash; fraig; ifraig; dc2; balance; rewrite -z; refactor -z; balance,default,,tc_public_10,small,161,4,0.257631,10.39453125,161,4,passed,ok,161,4,selected_raw,false,,false,,0,0,0,0,0.096411,0.063519,0.045543,0.205473,8.695,0.797548,0.836528,0,0,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_10\selected.blif,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_10\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_10\logs,12a278bcd9b5e3bf6a5223eb2eb92c29f9f79f88078d1bfe74c0a4db0636120e
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_ifraig_recover,a44a39d04dcc,false,true,strash; fraig; ifraig; dc2; balance; rewrite -z; refactor -z; balance,default,,tc_public_11,medium,328,7,0.286706,10.80859375,328,7,passed,ok,328,7,selected_raw,false,,false,,0,0,0,0,0.097539,0.081009,0.062790,0.241338,10.367,0.841762,0.959162,0,0,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_11\selected.blif,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_11\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_11\logs,731cc4986068de6b205defcaf3a4392fd62d42ad3c995a61496edae8dc1977c1
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_ifraig_recover,a44a39d04dcc,false,true,strash; fraig; ifraig; dc2; balance; rewrite -z; refactor -z; balance,default,,tc_public_12,medium,1385,13,0.346738,13.5625,1370,14,passed,ok,1370,14,selected_raw,false,,false,,-15,1,-15,1,0.120025,0.081414,0.061858,0.263297,11.895,0.759355,0.877016,0,0,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_12\selected.blif,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_12\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_12\logs,bfe0e147404adc832553d27748dceaeb59eec34d555ac6a15d9d685d78a0d679
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_ifraig_recover,a44a39d04dcc,false,true,strash; fraig; ifraig; dc2; balance; rewrite -z; refactor -z; balance,default,,tc_public_13,small,1058,13,0.421358,15.734375,1058,13,passed,ok,1058,13,selected_raw,false,,false,,0,0,0,0,0.121131,0.195541,0.063569,0.380241,16.465,0.902417,1.046425,0,0,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_13\selected.blif,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_13\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_13\logs,b251f35e46ac910bd4afb23f6563ec8fc49fc94c05299eb073975fb704b5dcc1
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_ifraig_recover,a44a39d04dcc,false,true,strash; fraig; ifraig; dc2; balance; rewrite -z; refactor -z; balance,default,,tc_public_14,large,3703,25,0.586281,19.07421875,2271,17,passed,ok,2271,17,selected_raw,false,,false,,-1432,-8,-1432,-8,0.387874,0.141043,0.062929,0.591846,21.199,1.009492,1.111407,0,0,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_14\selected.blif,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_14\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_14\logs,dbf4ce15f26927f02c76622c016460c969c6ac97e30f2ccc70ee630f6d09530a
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_ifraig_recover,a44a39d04dcc,false,true,strash; fraig; ifraig; dc2; balance; rewrite -z; refactor -z; balance,default,,tc_public_15,small,927,11,0.323562,10.890625,926,11,passed,ok,926,11,selected_raw,false,,false,,-1,0,-1,0,0.103292,0.082442,0.061403,0.247137,11.074,0.763801,1.016858,0,0,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_15\selected.blif,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_15\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_15\logs,86e276426455e99dc74ddb508c10935d7528f4c91a6201ad9aef0e4c3a239390
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_ifraig_recover,a44a39d04dcc,false,true,strash; fraig; ifraig; dc2; balance; rewrite -z; refactor -z; balance,default,,tc_public_16,tiny,45,6,0.251822,9.9296875,45,6,passed,ok,45,6,selected_raw,false,,false,,0,0,0,0,0.081111,0.064383,0.062593,0.208087,10.215,0.826327,1.028718,0,0,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_16\selected.blif,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_16\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_16\logs,6e9ab62226fde6797fc2b7084ffd9ae176309254800c5e604b29c9377ffed681
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_ifraig_recover,a44a39d04dcc,false,true,strash; fraig; ifraig; dc2; balance; rewrite -z; refactor -z; balance,default,,tc_public_17,small,93,6,0.265710,9.96484375,93,6,passed,ok,93,6,selected_raw,false,,false,,0,0,0,0,0.087506,0.077757,0.060895,0.226158,10.555,0.851147,1.059192,0,0,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_17\selected.blif,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_17\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_17\logs,d3c1db12cfd0875fe0f416aa6da49d827474009f0aef03f44cd9323af95585b6
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_ifraig_recover,a44a39d04dcc,false,true,strash; fraig; ifraig; dc2; balance; rewrite -z; refactor -z; balance,default,,tc_public_18,medium,498,12,0.469088,12.2578125,492,12,passed,ok,492,12,selected_raw,false,,false,,-6,0,-6,0,0.175164,0.081213,0.064425,0.320802,11.227,0.683885,0.915870,0,0,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_18\selected.blif,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_18\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_18\logs,bc603df89d755e12f71cba6e0f4aa0f389708ff8279828836760a2532e0d61b7
full,FULL_SEARCH_PHASE5_NOT_FINAL_DECISION,choice_perturb_family,choice_fraig_ifraig_recover,a44a39d04dcc,false,true,strash; fraig; ifraig; dc2; balance; rewrite -z; refactor -z; balance,default,,tc_public_19,large,5304,18,1.905276,22.62890625,5238,18,passed,ok,5238,18,selected_raw,false,,false,,-66,0,-66,0,1.167058,0.441405,0.062040,1.670503,22.332,0.876777,0.986881,0,0,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_19\selected.blif,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_19\raw.candidate.blif,results\pipeline_search2\full\choice_fraig_ifraig_recover\tc_public_19\logs,6b3ba00731160370e6fa3e020283b31354503b88a398c4058e8044b7efc174c6
