candidate,family,bucket_feature,bucket_value,cases,wins,ties,losses,total_node_delta,avg_node_delta,max_level_delta,avg_runtime_ratio,max_runtime_ratio,avg_RSS_ratio,max_RSS_ratio,recommended_pipeline,selector_rule_candidate,rule_safety_note
dc2_ifraig_cleanup,dc2_dch_family,level_bin,level_tiny,8,1,7,0,-1,-0.125,1,0.805128,0.920792,1.004984,1.055242,dc2_ifraig_cleanup,True,"coarse bucket, >=2 cases"
dc2_ifraig_cleanup,dc2_dch_family,runtime_size_bin,runtime_large,6,5,0,1,-1151,-191.833,0,0.923679,1.065591,0.981971,1.001524,dc2_ifraig_cleanup,True,"coarse bucket, >=2 cases"
dc2_ifraig_cleanup,dc2_dch_family,runtime_size_bin,runtime_medium,6,3,3,0,-33,-5.5,1,0.832555,0.909708,0.975291,1.059831,dc2_ifraig_cleanup,True,"coarse bucket, >=2 cases"
dc2_ifraig_cleanup,dc2_dch_family,runtime_size_bin,runtime_small,12,2,8,2,6,0.5,1,0.810417,0.959548,1.03134,1.228929,,False,not stable enough for selector rule
dc2_ifraig_cleanup,dc2_dch_family,runtime_size_bin,runtime_tiny,6,0,3,3,73,12.167,2,0.807642,0.863173,0.993747,1.038159,,False,not stable enough for selector rule
high_aig_three_round,high_effort_small_case_family,scale_grade,large,6,6,0,0,-1468,-244.667,0,1.092215,1.281678,1.006967,1.027843,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,scale_grade,medium,5,2,2,1,-17,-3.4,0,0.914151,1.04559,1.073537,1.326322,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,scale_grade,small,13,2,11,0,-6,-0.462,1,0.868815,1.049599,1.027854,1.253587,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,scale_grade,tiny,6,1,2,3,72,12.0,1,0.789567,0.831601,1.003221,1.020432,,False,not stable enough for selector rule
high_aig_three_round,high_effort_small_case_family,high_fanin_sop,false,22,9,12,1,-1490,-67.727,0,0.942742,1.281678,1.035223,1.326322,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,high_fanin_sop,true,8,2,3,3,71,8.875,1,0.801965,0.905444,1.002,1.020432,,False,not stable enough for selector rule
high_aig_three_round,high_effort_small_case_family,near_two_input_aig,false,12,3,6,3,56,4.667,1,0.823585,0.98604,0.994273,1.020432,,False,not stable enough for selector rule
high_aig_three_round,high_effort_small_case_family,near_two_input_aig,true,18,8,9,1,-1475,-81.944,0,0.959613,1.281678,1.047758,1.326322,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,two_input_ratio_bin,two_ratio_high,5,0,5,0,0,0.0,0,0.919202,1.049599,1.0239,1.118831,,False,not stable enough for selector rule
high_aig_three_round,high_effort_small_case_family,two_input_ratio_bin,two_ratio_low,8,1,4,3,72,9.0,1,0.808206,0.905444,1.001658,1.020432,,False,not stable enough for selector rule
high_aig_three_round,high_effort_small_case_family,two_input_ratio_bin,two_ratio_mid,3,2,1,0,-16,-5.333,1,0.810442,0.819141,0.971678,1.001108,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,two_input_ratio_bin,two_ratio_near_one,12,7,4,1,-1286,-107.167,0,0.989123,1.281678,1.063849,1.326322,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,two_input_ratio_bin,two_ratio_very_high,2,1,1,0,-189,-94.5,0,0.896788,0.959949,0.988465,0.998843,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,names_bin,names_large,6,6,0,0,-1468,-244.667,0,1.092215,1.281678,1.006967,1.027843,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,names_bin,names_medium,5,2,2,1,-17,-3.4,0,0.914151,1.04559,1.073537,1.326322,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,names_bin,names_small,13,2,11,0,-6,-0.462,1,0.868815,1.049599,1.027854,1.253587,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,names_bin,names_tiny,6,1,2,3,72,12.0,1,0.789567,0.831601,1.003221,1.020432,,False,not stable enough for selector rule
high_aig_three_round,high_effort_small_case_family,cubes_bin,cubes_large,5,5,0,0,-1279,-255.8,0,1.118668,1.281678,1.012743,1.027843,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,cubes_bin,cubes_medium,3,2,1,0,-204,-68.0,0,0.915464,0.967303,0.978826,1.043357,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,cubes_bin,cubes_small,10,2,7,1,-7,-0.7,0,0.924461,1.049599,1.077818,1.326322,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,cubes_bin,cubes_tiny,12,2,7,3,71,5.917,1,0.797642,0.905444,1.001045,1.020432,,False,not stable enough for selector rule
high_aig_three_round,high_effort_small_case_family,max_fanin_bin,fanin_3_4,5,1,4,0,-1,-0.2,1,0.860791,0.98604,0.999787,1.002979,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,max_fanin_bin,fanin_5_8,1,1,0,0,-1,-1.0,0,0.75724,0.75724,0.998477,0.998477,,False,not stable enough for selector rule
high_aig_three_round,high_effort_small_case_family,max_fanin_bin,fanin_9p,3,0,0,3,73,24.333,1,0.780188,0.828608,1.007189,1.020432,,False,not stable enough for selector rule
high_aig_three_round,high_effort_small_case_family,max_fanin_bin,fanin_le2,21,9,11,1,-1490,-70.952,0,0.94068,1.281678,1.036759,1.326322,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,outputs_bin,po_large,1,1,0,0,-15,-15.0,0,0.819141,0.819141,0.915035,0.915035,,False,not stable enough for selector rule
high_aig_three_round,high_effort_small_case_family,outputs_bin,po_medium,10,3,6,1,-191,-19.1,1,0.873263,1.04559,1.030685,1.253587,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,outputs_bin,po_small,15,6,6,3,-1212,-80.8,1,0.947841,1.281678,1.03533,1.326322,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,outputs_bin,po_tiny,4,1,3,0,-1,-0.25,0,0.846664,0.967303,1.009773,1.043357,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,level_bin,level_high,5,5,0,0,-1441,-288.2,0,1.085801,1.281678,1.002836,1.027843,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,level_bin,level_medium,5,3,2,0,-48,-9.6,0,0.950169,1.124284,1.063063,1.326322,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,level_bin,level_small,12,1,7,4,72,6.0,1,0.877753,1.049599,1.039325,1.253587,,False,not stable enough for selector rule
high_aig_three_round,high_effort_small_case_family,level_bin,level_tiny,8,2,6,0,-2,-0.25,1,0.805395,0.905444,0.99869,1.001108,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,runtime_size_bin,runtime_large,6,6,0,0,-1468,-244.667,0,1.092215,1.281678,1.006967,1.027843,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,runtime_size_bin,runtime_medium,6,2,3,1,-17,-2.833,0,0.926132,1.04559,1.061777,1.326322,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,runtime_size_bin,runtime_small,12,2,10,0,-6,-0.5,1,0.859047,1.049599,1.029927,1.253587,high_aig_three_round,True,"coarse bucket, >=2 cases"
high_aig_three_round,high_effort_small_case_family,runtime_size_bin,runtime_tiny,6,1,2,3,72,12.0,1,0.789567,0.831601,1.003221,1.020432,,False,not stable enough for selector rule
