case,input_path,requested_pipeline,selected_pipeline,status,fallback_reason,output_path,candidate_path,baseline_path,candidate_nodes,candidate_levels,baseline_nodes,baseline_levels,selected_nodes,selected_levels,original_nodes,original_levels,opt_returncode,cec_returncode,cec_pass,opt_runtime_sec,cec_runtime_sec,stats_runtime_sec,peak_mem_mb,log_dir
tc_public_14,data\tc_public\tc_public_14\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_14\output.blif,results\portfolio\dc2_fast\tc_public_14\output.candidate.blif,results\baseline\tc_public_14\output.blif,3703,25,4474,26,3703,25,6388,29,0,0,True,0.2766369000310078,0.16172410000581294,0.18460279994178563,19.20703125,results\portfolio\dc2_fast\tc_public_14\logs
tc_public_15,data\tc_public\tc_public_15\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_15\output.blif,results\portfolio\dc2_fast\tc_public_15\output.candidate.blif,results\baseline\tc_public_15\output.blif,927,11,928,10,927,11,931,12,0,0,True,0.10724660009145737,0.08947069989517331,0.13279059994965792,12.63671875,results\portfolio\dc2_fast\tc_public_15\logs
tc_public_16,data\tc_public\tc_public_16\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_16\output.blif,results\portfolio\dc2_fast\tc_public_16\output.candidate.blif,results\baseline\tc_public_16\output.blif,45,6,45,6,45,6,45,6,0,0,True,0.08712689997628331,0.06677909998688847,0.11114419996738434,9.9921875,results\portfolio\dc2_fast\tc_public_16\logs
tc_public_17,data\tc_public\tc_public_17\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_17\output.blif,results\portfolio\dc2_fast\tc_public_17\output.candidate.blif,results\baseline\tc_public_17\output.blif,93,6,93,6,93,6,93,6,0,0,True,0.08514740003738552,0.08606319990940392,0.11452830000780523,10.00390625,results\portfolio\dc2_fast\tc_public_17\logs
tc_public_18,data\tc_public\tc_public_18\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_18\output.blif,results\portfolio\dc2_fast\tc_public_18\output.candidate.blif,results\baseline\tc_public_18\output.blif,498,12,522,12,498,12,525,12,0,0,True,0.1835653999587521,0.12641790008638054,0.1330980999628082,12.34375,results\portfolio\dc2_fast\tc_public_18\logs
tc_public_19,data\tc_public\tc_public_19\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_19\output.blif,results\portfolio\dc2_fast\tc_public_19\output.candidate.blif,results\baseline\tc_public_19\output.blif,5304,18,5403,18,5304,18,5478,18,0,0,True,1.2449212000938132,0.46815309999510646,0.15536409988999367,22.31640625,results\portfolio\dc2_fast\tc_public_19\logs
tc_public_2,data\tc_public\tc_public_2\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_2\output.blif,results\portfolio\dc2_fast\tc_public_2\output.candidate.blif,results\baseline\tc_public_2\output.blif,19,4,19,4,19,4,34,6,0,0,True,0.08874220005236566,0.08749279996845871,0.1174800000153482,10.3046875,results\portfolio\dc2_fast\tc_public_2\logs
tc_public_20,data\tc_public\tc_public_20\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_20\output.blif,results\portfolio\dc2_fast\tc_public_20\output.candidate.blif,results\baseline\tc_public_20\output.blif,5559,20,5664,20,5559,20,5742,20,0,0,True,1.2851737000746652,0.48584340000525117,0.15067000000271946,22.69140625,results\portfolio\dc2_fast\tc_public_20\logs
tc_public_21,data\tc_public\tc_public_21\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_21\output.blif,results\portfolio\dc2_fast\tc_public_21\output.candidate.blif,results\baseline\tc_public_21\output.blif,5577,20,5685,20,5577,20,5763,20,0,0,True,1.3190126999979839,0.48911409999709576,0.15161220007576048,23.234375,results\portfolio\dc2_fast\tc_public_21\logs
tc_public_22,data\tc_public\tc_public_22\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_22\output.blif,results\portfolio\dc2_fast\tc_public_22\output.candidate.blif,results\baseline\tc_public_22\output.blif,11067,20,11265,20,11067,20,11367,20,0,0,True,2.4631291000405326,0.8892503000097349,0.2135170999681577,30.140625,results\portfolio\dc2_fast\tc_public_22\logs
tc_public_23,data\tc_public\tc_public_23\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_23\output.blif,results\portfolio\dc2_fast\tc_public_23\output.candidate.blif,results\baseline\tc_public_23\output.blif,1530,16,1530,16,1530,16,1530,263,0,0,True,0.1365290000103414,0.0853811000706628,0.1282393999863416,12.4296875,results\portfolio\dc2_fast\tc_public_23\logs
tc_public_24,data\tc_public\tc_public_24\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_24\output.blif,results\portfolio\dc2_fast\tc_public_24\output.candidate.blif,results\baseline\tc_public_24\output.blif,215,8,215,8,215,8,223,15,0,0,True,0.08640989998821169,0.06648059992585331,0.1292999000288546,10.19921875,results\portfolio\dc2_fast\tc_public_24\logs
tc_public_25,data\tc_public\tc_public_25\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_25\output.blif,results\portfolio\dc2_fast\tc_public_25\output.candidate.blif,results\baseline\tc_public_25\output.blif,26,4,26,4,26,4,101,14,0,0,True,0.08610990003217012,0.06360510003287345,0.11241290008183569,10.203125,results\portfolio\dc2_fast\tc_public_25\logs
tc_public_26,data\tc_public\tc_public_26\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_26\output.blif,results\portfolio\dc2_fast\tc_public_26\output.candidate.blif,results\baseline\tc_public_26\output.blif,1048,10,1064,10,1048,10,1064,32,0,0,True,0.10408479999750853,0.08682309999130666,0.13052710006013513,11.92578125,results\portfolio\dc2_fast\tc_public_26\logs
tc_public_27,data\tc_public\tc_public_27\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_27\output.blif,results\portfolio\dc2_fast\tc_public_27\output.candidate.blif,results\baseline\tc_public_27\output.blif,376,7,376,7,376,7,576,20,0,0,True,0.08505120000336319,0.08684629993513227,0.12824390002060682,10.46875,results\portfolio\dc2_fast\tc_public_27\logs
tc_public_28,data\tc_public\tc_public_28\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_28\output.blif,results\portfolio\dc2_fast\tc_public_28\output.candidate.blif,results\baseline\tc_public_28\output.blif,520,7,520,7,520,7,576,20,0,0,True,0.10454719990957528,0.06677540007513016,0.1316737000597641,10.03125,results\portfolio\dc2_fast\tc_public_28\logs
tc_public_29,data\tc_public\tc_public_29\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_29\output.blif,results\portfolio\dc2_fast\tc_public_29\output.candidate.blif,results\baseline\tc_public_29\output.blif,109,7,110,7,109,7,121,8,0,0,True,0.08488630002830178,0.06413110007997602,0.12704549997579306,10.05859375,results\portfolio\dc2_fast\tc_public_29\logs
tc_public_3,data\tc_public\tc_public_3\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_3\output.blif,results\portfolio\dc2_fast\tc_public_3\output.candidate.blif,results\baseline\tc_public_3\output.blif,142,9,150,11,142,9,208,13,0,0,True,0.08376229996792972,0.08492179994937032,0.11313060007523745,10.4140625,results\portfolio\dc2_fast\tc_public_3\logs
tc_public_30,data\tc_public\tc_public_30\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_30\output.blif,results\portfolio\dc2_fast\tc_public_30\output.candidate.blif,results\baseline\tc_public_30\output.blif,6613,21,9418,22,6613,21,14139,1036,0,0,True,0.40465929999481887,1.3768694999162108,0.1486066000070423,31.39453125,results\portfolio\dc2_fast\tc_public_30\logs
tc_public_4,data\tc_public\tc_public_4\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_4\output.blif,results\portfolio\dc2_fast\tc_public_4\output.candidate.blif,results\baseline\tc_public_4\output.blif,108,9,115,9,108,9,145,12,0,0,True,0.08481460006441921,0.08583230001386255,0.13224649988114834,10.41796875,results\portfolio\dc2_fast\tc_public_4\logs
tc_public_5,data\tc_public\tc_public_5\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_5\output.blif,results\portfolio\dc2_fast\tc_public_5\output.candidate.blif,results\baseline\tc_public_5\output.blif,65,2,66,2,65,2,128,2,0,0,True,0.10151389997918159,0.06399689998943359,0.12894570000935346,10.44140625,results\portfolio\dc2_fast\tc_public_5\logs
tc_public_6,data\tc_public\tc_public_6\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_6\output.blif,results\portfolio\dc2_fast\tc_public_6\output.candidate.blif,results\baseline\tc_public_6\output.blif,162,4,162,4,162,4,256,5,0,0,True,0.10084590001497418,0.08498829999007285,0.1295737000182271,10.66796875,results\portfolio\dc2_fast\tc_public_6\logs
tc_public_7,data\tc_public\tc_public_7\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_7\output.blif,results\portfolio\dc2_fast\tc_public_7\output.candidate.blif,results\baseline\tc_public_7\output.blif,252,3,252,3,252,3,252,3,0,0,True,0.10207050002645701,0.09049479989334941,0.12849660008214414,10.69921875,results\portfolio\dc2_fast\tc_public_7\logs
tc_public_8,data\tc_public\tc_public_8\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_8\output.blif,results\portfolio\dc2_fast\tc_public_8\output.candidate.blif,results\baseline\tc_public_8\output.blif,192,4,193,3,192,4,193,3,0,0,True,0.10392490006051958,0.08465860004071146,0.12866030004806817,10.67578125,results\portfolio\dc2_fast\tc_public_8\logs
tc_public_9,data\tc_public\tc_public_9\input.blif,dc2_fast,dc2_fast,selected_candidate,,results\portfolio\dc2_fast\tc_public_9\output.blif,results\portfolio\dc2_fast\tc_public_9\output.candidate.blif,results\baseline\tc_public_9\output.blif,224,5,224,5,224,5,224,5,0,0,True,0.10114669997710735,0.08225909993052483,0.11189239996019751,10.6171875,results\portfolio\dc2_fast\tc_public_9\logs
tc_public_1,data\tc_public\tc_public_1\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_1\output.blif,results\portfolio\rewrite2\tc_public_1\output.candidate.blif,results\baseline\tc_public_1\output.blif,141,8,142,8,141,8,207,13,0,0,True,0.1025317000458017,0.08478379994630814,0.1285174998920411,10.38671875,results\portfolio\rewrite2\tc_public_1\logs
tc_public_10,data\tc_public\tc_public_10\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_10\output.blif,results\portfolio\rewrite2\tc_public_10\output.candidate.blif,results\baseline\tc_public_10\output.blif,161,4,161,4,161,4,192,5,0,0,True,0.10142879991326481,0.06417400005739182,0.11436660005711019,10.45703125,results\portfolio\rewrite2\tc_public_10\logs
tc_public_11,data\tc_public\tc_public_11\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_11\output.blif,results\portfolio\rewrite2\tc_public_11\output.candidate.blif,results\baseline\tc_public_11\output.blif,1064,6,1064,6,1064,6,1064,6,0,0,True,0.10748060001060367,0.08715740009211004,0.1543225998757407,12.96875,results\portfolio\rewrite2\tc_public_11\logs
tc_public_12,data\tc_public\tc_public_12\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_12\output.blif,results\portfolio\rewrite2\tc_public_12\output.candidate.blif,results\baseline\tc_public_12\output.blif,1385,13,1407,13,1385,13,1482,15,0,0,True,0.12444239994511008,0.08647440001368523,0.1175970999756828,11.11328125,results\portfolio\rewrite2\tc_public_12\logs
tc_public_13,data\tc_public\tc_public_13\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_13\output.blif,results\portfolio\rewrite2\tc_public_13\output.candidate.blif,results\baseline\tc_public_13\output.blif,1062,13,1130,14,1062,13,1284,17,0,0,True,0.12306030001491308,0.10712439997587353,0.13302250008564442,11.07421875,results\portfolio\rewrite2\tc_public_13\logs
tc_public_14,data\tc_public\tc_public_14\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_14\output.blif,results\portfolio\rewrite2\tc_public_14\output.candidate.blif,results\baseline\tc_public_14\output.blif,4189,24,4474,26,4189,24,6388,29,0,0,True,0.22501359996385872,0.14777409995440394,0.1542093000607565,18.984375,results\portfolio\rewrite2\tc_public_14\logs
tc_public_15,data\tc_public\tc_public_15\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_15\output.blif,results\portfolio\rewrite2\tc_public_15\output.candidate.blif,results\baseline\tc_public_15\output.blif,927,10,928,10,927,10,931,12,0,0,True,0.12543110002297908,0.06755459995474666,0.11768239992670715,12.58203125,results\portfolio\rewrite2\tc_public_15\logs
tc_public_16,data\tc_public\tc_public_16\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_16\output.blif,results\portfolio\rewrite2\tc_public_16\output.candidate.blif,results\baseline\tc_public_16\output.blif,45,6,45,6,45,6,45,6,0,0,True,0.10470599995460361,0.0945669999346137,0.11474089999683201,10.0078125,results\portfolio\rewrite2\tc_public_16\logs
tc_public_17,data\tc_public\tc_public_17\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_17\output.blif,results\portfolio\rewrite2\tc_public_17\output.candidate.blif,results\baseline\tc_public_17\output.blif,93,6,93,6,93,6,93,6,0,0,True,0.10423499997705221,0.06850910000503063,0.11485239991452545,10.00390625,results\portfolio\rewrite2\tc_public_17\logs
tc_public_18,data\tc_public\tc_public_18\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_18\output.blif,results\portfolio\rewrite2\tc_public_18\output.candidate.blif,results\baseline\tc_public_18\output.blif,504,12,522,12,504,12,525,12,0,0,True,0.11998159997165203,0.08777950005605817,0.13260200002696365,11.8046875,results\portfolio\rewrite2\tc_public_18\logs
tc_public_19,data\tc_public\tc_public_19\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_19\output.blif,results\portfolio\rewrite2\tc_public_19\output.candidate.blif,results\baseline\tc_public_19\output.blif,5358,18,5403,18,5358,18,5478,18,0,0,True,0.3209308000514284,0.36419170000590384,0.14735049998853356,21.875,results\portfolio\rewrite2\tc_public_19\logs
tc_public_2,data\tc_public\tc_public_2\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_2\output.blif,results\portfolio\rewrite2\tc_public_2\output.candidate.blif,results\baseline\tc_public_2\output.blif,19,4,19,4,19,4,34,6,0,0,True,0.08623490005265921,0.13313790003303438,0.1167677000630647,10.30859375,results\portfolio\rewrite2\tc_public_2\logs
tc_public_20,data\tc_public\tc_public_20\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_20\output.blif,results\portfolio\rewrite2\tc_public_20\output.candidate.blif,results\baseline\tc_public_20\output.blif,5619,20,5664,20,5619,20,5742,20,0,0,True,0.3405341999605298,0.36267269996460527,0.15648510004393756,21.671875,results\portfolio\rewrite2\tc_public_20\logs
tc_public_21,data\tc_public\tc_public_21\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_21\output.blif,results\portfolio\rewrite2\tc_public_21\output.candidate.blif,results\baseline\tc_public_21\output.blif,5640,20,5685,20,5640,20,5763,20,0,0,True,0.3229950999375433,0.3811858999542892,0.15639880008529872,21.546875,results\portfolio\rewrite2\tc_public_21\logs
tc_public_22,data\tc_public\tc_public_22\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_22\output.blif,results\portfolio\rewrite2\tc_public_22\output.candidate.blif,results\baseline\tc_public_22\output.blif,11196,20,11265,20,11196,20,11367,20,0,0,True,0.5773202999262139,0.740433199913241,0.17567739996593446,28.66015625,results\portfolio\rewrite2\tc_public_22\logs
tc_public_23,data\tc_public\tc_public_23\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_23\output.blif,results\portfolio\rewrite2\tc_public_23\output.candidate.blif,results\baseline\tc_public_23\output.blif,1530,16,1530,16,1530,16,1530,263,0,0,True,0.10674969991669059,0.08866650005802512,0.15151519991923124,11.203125,results\portfolio\rewrite2\tc_public_23\logs
tc_public_24,data\tc_public\tc_public_24\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_24\output.blif,results\portfolio\rewrite2\tc_public_24\output.candidate.blif,results\baseline\tc_public_24\output.blif,215,8,215,8,215,8,223,15,0,0,True,0.08645629999227822,0.06802900007460266,0.13334370008669794,10.2109375,results\portfolio\rewrite2\tc_public_24\logs
tc_public_25,data\tc_public\tc_public_25\input.blif,rewrite2,baseline,fallback_baseline,candidate_metrics_worse_than_baseline,results\portfolio\rewrite2\tc_public_25\output.blif,results\portfolio\rewrite2\tc_public_25\output.candidate.blif,results\baseline\tc_public_25\output.blif,27,5,26,4,26,4,101,14,0,0,True,0.08711399999447167,0.08480499999132007,0.11309749993961304,10.1953125,results\portfolio\rewrite2\tc_public_25\logs
tc_public_26,data\tc_public\tc_public_26\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_26\output.blif,results\portfolio\rewrite2\tc_public_26\output.candidate.blif,results\baseline\tc_public_26\output.blif,1064,10,1064,10,1064,10,1064,32,0,0,True,0.12648820003960282,0.0873386999592185,0.13215239997953176,12.4609375,results\portfolio\rewrite2\tc_public_26\logs
tc_public_27,data\tc_public\tc_public_27\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_27\output.blif,results\portfolio\rewrite2\tc_public_27\output.candidate.blif,results\baseline\tc_public_27\output.blif,376,7,376,7,376,7,576,20,0,0,True,0.08841740002389997,0.07033360004425049,0.12008670007344335,10.48046875,results\portfolio\rewrite2\tc_public_27\logs
tc_public_28,data\tc_public\tc_public_28\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_28\output.blif,results\portfolio\rewrite2\tc_public_28\output.candidate.blif,results\baseline\tc_public_28\output.blif,520,7,520,7,520,7,576,20,0,0,True,0.08521390007808805,0.06702960003167391,0.11472740001045167,10.38671875,results\portfolio\rewrite2\tc_public_28\logs
tc_public_29,data\tc_public\tc_public_29\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_29\output.blif,results\portfolio\rewrite2\tc_public_29\output.candidate.blif,results\baseline\tc_public_29\output.blif,109,7,110,7,109,7,121,8,0,0,True,0.089529599994421,0.0671710999449715,0.1307862000539899,10.0703125,results\portfolio\rewrite2\tc_public_29\logs
tc_public_3,data\tc_public\tc_public_3\input.blif,rewrite2,baseline,fallback_baseline,candidate_metrics_worse_than_baseline,results\portfolio\rewrite2\tc_public_3\output.blif,results\portfolio\rewrite2\tc_public_3\output.candidate.blif,results\baseline\tc_public_3\output.blif,152,10,150,11,150,11,208,13,0,0,True,0.08559949998743832,0.08849589992314577,0.13427459995727986,10.40625,results\portfolio\rewrite2\tc_public_3\logs
tc_public_30,data\tc_public\tc_public_30\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_30\output.blif,results\portfolio\rewrite2\tc_public_30\output.candidate.blif,results\baseline\tc_public_30\output.blif,7105,21,9418,22,7105,21,14139,1036,0,0,True,0.32354060001671314,1.5140423000557348,0.1571430000476539,32.0625,results\portfolio\rewrite2\tc_public_30\logs
tc_public_4,data\tc_public\tc_public_4\input.blif,rewrite2,baseline,fallback_baseline,candidate_metrics_worse_than_baseline,results\portfolio\rewrite2\tc_public_4\output.blif,results\portfolio\rewrite2\tc_public_4\output.candidate.blif,results\baseline\tc_public_4\output.blif,116,9,115,9,115,9,145,12,0,0,True,0.08807499997783452,0.08773939998354763,0.11483440001029521,10.40625,results\portfolio\rewrite2\tc_public_4\logs
tc_public_5,data\tc_public\tc_public_5\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_5\output.blif,results\portfolio\rewrite2\tc_public_5\output.candidate.blif,results\baseline\tc_public_5\output.blif,66,2,66,2,66,2,128,2,0,0,True,0.08754490001592785,0.06794410001020879,0.15327869995962828,10.453125,results\portfolio\rewrite2\tc_public_5\logs
tc_public_6,data\tc_public\tc_public_6\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_6\output.blif,results\portfolio\rewrite2\tc_public_6\output.candidate.blif,results\baseline\tc_public_6\output.blif,162,4,162,4,162,4,256,5,0,0,True,0.10486339998897165,0.08776100003160536,0.11683650000486523,10.65234375,results\portfolio\rewrite2\tc_public_6\logs
tc_public_7,data\tc_public\tc_public_7\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_7\output.blif,results\portfolio\rewrite2\tc_public_7\output.candidate.blif,results\baseline\tc_public_7\output.blif,252,3,252,3,252,3,252,3,0,0,True,0.0861633000895381,0.08906119992025197,0.14621580007951707,10.6953125,results\portfolio\rewrite2\tc_public_7\logs
tc_public_8,data\tc_public\tc_public_8\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_8\output.blif,results\portfolio\rewrite2\tc_public_8\output.candidate.blif,results\baseline\tc_public_8\output.blif,193,3,193,3,193,3,193,3,0,0,True,0.08803750004153699,0.10395420005079359,0.11887520004529506,10.65625,results\portfolio\rewrite2\tc_public_8\logs
tc_public_9,data\tc_public\tc_public_9\input.blif,rewrite2,rewrite2,selected_candidate,,results\portfolio\rewrite2\tc_public_9\output.blif,results\portfolio\rewrite2\tc_public_9\output.candidate.blif,results\baseline\tc_public_9\output.blif,224,5,224,5,224,5,224,5,0,0,True,0.08934209996368736,0.08757910004351288,0.11638209992088377,10.6171875,results\portfolio\rewrite2\tc_public_9\logs
tc_public_1,data\tc_public\tc_public_1\input.blif,sop_fx,sop_fx,selected_candidate,,results\portfolio\sop_fx\tc_public_1\output.blif,results\portfolio\sop_fx\tc_public_1\output.candidate.blif,results\baseline\tc_public_1\output.blif,103,10,142,8,103,10,207,13,0,0,True,0.08813079993706197,0.09089170000515878,0.13666269998066127,10.3828125,results\portfolio\sop_fx\tc_public_1\logs
tc_public_10,data\tc_public\tc_public_10\input.blif,sop_fx,sop_fx,selected_candidate,,results\portfolio\sop_fx\tc_public_10\output.blif,results\portfolio\sop_fx\tc_public_10\output.candidate.blif,results\baseline\tc_public_10\output.blif,161,4,161,4,161,4,192,5,0,0,True,0.10662430000957102,0.07016340002883226,0.11726510000880808,10.50390625,results\portfolio\sop_fx\tc_public_10\logs
tc_public_11,data\tc_public\tc_public_11\input.blif,sop_fx,sop_fx,selected_candidate,,results\portfolio\sop_fx\tc_public_11\output.blif,results\portfolio\sop_fx\tc_public_11\output.candidate.blif,results\baseline\tc_public_11\output.blif,1064,6,1064,6,1064,6,1064,6,0,0,True,0.08990939997602254,0.0877354999538511,0.15111879992764443,12.3515625,results\portfolio\sop_fx\tc_public_11\logs
tc_public_12,data\tc_public\tc_public_12\input.blif,sop_fx,baseline,fallback_baseline,candidate_metrics_worse_than_baseline,results\portfolio\sop_fx\tc_public_12\output.blif,results\portfolio\sop_fx\tc_public_12\output.candidate.blif,results\baseline\tc_public_12\output.blif,1413,13,1407,13,1407,13,1482,15,0,0,True,0.11331709998194128,0.10452759999316186,0.15900729992426932,11.16015625,results\portfolio\sop_fx\tc_public_12\logs
tc_public_13,data\tc_public\tc_public_13\input.blif,sop_fx,sop_fx,selected_candidate,,results\portfolio\sop_fx\tc_public_13\output.blif,results\portfolio\sop_fx\tc_public_13\output.candidate.blif,results\baseline\tc_public_13\output.blif,1124,13,1130,14,1124,13,1284,17,0,0,True,0.11234590003732592,0.21371779998298734,0.14169429999310523,15.99609375,results\portfolio\sop_fx\tc_public_13\logs
tc_public_14,data\tc_public\tc_public_14\input.blif,sop_fx,baseline,fallback_baseline,candidate_metrics_worse_than_baseline,results\portfolio\sop_fx\tc_public_14\output.blif,results\portfolio\sop_fx\tc_public_14\output.candidate.blif,results\baseline\tc_public_14\output.blif,4646,24,4474,26,4474,26,6388,29,0,0,True,0.16965820000041276,0.14907609997317195,0.14081619994249195,18.6640625,results\portfolio\sop_fx\tc_public_14\logs
tc_public_15,data\tc_public\tc_public_15\input.blif,sop_fx,sop_fx,selected_candidate,,results\portfolio\sop_fx\tc_public_15\output.blif,results\portfolio\sop_fx\tc_public_15\output.candidate.blif,results\baseline\tc_public_15\output.blif,928,10,928,10,928,10,931,12,0,0,True,0.09205209999345243,0.09222680004313588,0.15438299998641014,10.875,results\portfolio\sop_fx\tc_public_15\logs
tc_public_16,data\tc_public\tc_public_16\input.blif,sop_fx,sop_fx,selected_candidate,,results\portfolio\sop_fx\tc_public_16\output.blif,results\portfolio\sop_fx\tc_public_16\output.candidate.blif,results\baseline\tc_public_16\output.blif,45,6,45,6,45,6,45,6,0,0,True,0.09076359996106476,0.06752379995305091,0.1358980000950396,10.05859375,results\portfolio\sop_fx\tc_public_16\logs
tc_public_17,data\tc_public\tc_public_17\input.blif,sop_fx,sop_fx,selected_candidate,,results\portfolio\sop_fx\tc_public_17\output.blif,results\portfolio\sop_fx\tc_public_17\output.candidate.blif,results\baseline\tc_public_17\output.blif,93,6,93,6,93,6,93,6,0,0,True,0.0924846000270918,0.06856619997415692,0.13738390000071377,9.19140625,results\portfolio\sop_fx\tc_public_17\logs
tc_public_18,data\tc_public\tc_public_18\input.blif,sop_fx,sop_fx,selected_candidate,,results\portfolio\sop_fx\tc_public_18\output.blif,results\portfolio\sop_fx\tc_public_18\output.candidate.blif,results\baseline\tc_public_18\output.blif,522,12,522,12,522,12,525,12,0,0,True,0.08686140005011111,0.12735500000417233,0.11548500007484108,12.3359375,results\portfolio\sop_fx\tc_public_18\logs
tc_public_19,data\tc_public\tc_public_19\input.blif,sop_fx,baseline,fallback_baseline,candidate_metrics_worse_than_baseline,results\portfolio\sop_fx\tc_public_19\output.blif,results\portfolio\sop_fx\tc_public_19\output.candidate.blif,results\baseline\tc_public_19\output.blif,5406,18,5403,18,5403,18,5478,18,0,0,True,0.2261020999867469,0.40103710000403225,0.1549929000902921,22.96484375,results\portfolio\sop_fx\tc_public_19\logs
tc_public_2,data\tc_public\tc_public_2\input.blif,sop_fx,sop_fx,selected_candidate,,results\portfolio\sop_fx\tc_public_2\output.blif,results\portfolio\sop_fx\tc_public_2\output.candidate.blif,results\baseline\tc_public_2\output.blif,19,4,19,4,19,4,34,6,0,0,True,0.09345070004928857,0.08530020003672689,0.12508410005830228,10.3046875,results\portfolio\sop_fx\tc_public_2\logs
tc_public_20,data\tc_public\tc_public_20\input.blif,sop_fx,baseline,fallback_baseline,candidate_metrics_worse_than_baseline,results\portfolio\sop_fx\tc_public_20\output.blif,results\portfolio\sop_fx\tc_public_20\output.candidate.blif,results\baseline\tc_public_20\output.blif,5667,20,5664,20,5664,20,5742,20,0,0,True,0.22515349998138845,0.4101059000240639,0.15520889987237751,22.80859375,results\portfolio\sop_fx\tc_public_20\logs
