case,candidate,steps,selector_reason,selected_pipeline,chosen_variant,baseline_nodes,baseline_levels,nodes_after,levels_after,node_delta,level_delta,status,cec_pass,opt_returncode,opt_timed_out,opt_error,cec_returncode,runtime_opt_sec,runtime_cec_sec,runtime_stats_sec,peak_mem_mb,input_path,baseline_path,output_path,log_dir
tc_public_19,r29_mfs_fraig_dc2_bal,mfs; fraig; dc2; balance,large_smallpo_fraig_cleanup,r9_dc2_fraig_cleanup@inputs,inputs,5184,18,5160,18,-24,0,accepted,True,0,False,False,0,3.47543,0.611277,0.053093,20.73,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_19\input.blif,submit\results\final_public\tc_public_19\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_19\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_19
tc_public_19,r29_mfs_fraig_dc2_rwz_bal,mfs; fraig; dc2; rewrite -z; balance,large_smallpo_fraig_cleanup,r9_dc2_fraig_cleanup@inputs,inputs,5184,18,5157,18,-27,0,accepted,True,0,False,False,0,3.779753,0.671358,0.047229,21.316,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_19\input.blif,submit\results\final_public\tc_public_19\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_19\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_19
tc_public_19,r29_mfs_strash_dc2_rwz_bal,mfs; strash; dc2; rewrite -z; balance,large_smallpo_fraig_cleanup,r9_dc2_fraig_cleanup@inputs,inputs,5184,18,5157,18,-27,0,accepted,True,0,False,False,0,3.677534,0.686646,0.052145,21.25,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_19\input.blif,submit\results\final_public\tc_public_19\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_strash_dc2_rwz_bal\tc_public_19\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_strash_dc2_rwz_bal\tc_public_19
tc_public_2,r29_fraig_dc2_bal,fraig; dc2; balance,tiny_high_fanin_sop,sop_fx@clean,clean,19,4,19,4,0,0,no_node_gain,True,0,False,False,0,0.039537,0.085319,0.037672,7.469,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_2\input.blif,submit\results\final_public\tc_public_2\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_fraig_dc2_bal\tc_public_2\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_fraig_dc2_bal\tc_public_2
tc_public_2,r29_mfs_fraig_dc2_bal,mfs; fraig; dc2; balance,tiny_high_fanin_sop,sop_fx@clean,clean,19,4,19,4,0,0,no_node_gain,True,0,False,False,0,0.050931,0.106527,0.038928,7.477,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_2\input.blif,submit\results\final_public\tc_public_2\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_2\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_2
tc_public_2,r29_mfs_fraig_dc2_rwz_bal,mfs; fraig; dc2; rewrite -z; balance,tiny_high_fanin_sop,sop_fx@clean,clean,19,4,19,4,0,0,no_node_gain,True,0,False,False,0,0.104928,0.100508,0.035967,8.594,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_2\input.blif,submit\results\final_public\tc_public_2\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_2\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_2
tc_public_2,r29_mfs_strash_dc2_rwz_bal,mfs; strash; dc2; rewrite -z; balance,tiny_high_fanin_sop,sop_fx@clean,clean,19,4,19,4,0,0,no_node_gain,True,0,False,False,0,0.107606,0.104148,0.036387,7.781,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_2\input.blif,submit\results\final_public\tc_public_2\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_strash_dc2_rwz_bal\tc_public_2\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_strash_dc2_rwz_bal\tc_public_2
tc_public_20,r29_fraig_dc2_bal,fraig; dc2; balance,large_smallpo_fraig_cleanup,r9_dc2_fraig_cleanup@inputs,inputs,5445,20,5418,20,-27,0,accepted,True,0,False,False,0,1.397331,0.767746,0.047094,21.258,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_20\input.blif,submit\results\final_public\tc_public_20\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_fraig_dc2_bal\tc_public_20\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_fraig_dc2_bal\tc_public_20
tc_public_20,r29_mfs_fraig_dc2_bal,mfs; fraig; dc2; balance,large_smallpo_fraig_cleanup,r9_dc2_fraig_cleanup@inputs,inputs,5445,20,5418,20,-27,0,accepted,True,0,False,False,0,4.179771,0.77209,0.048587,21.137,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_20\input.blif,submit\results\final_public\tc_public_20\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_20\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_20
tc_public_20,r29_mfs_fraig_dc2_rwz_bal,mfs; fraig; dc2; rewrite -z; balance,large_smallpo_fraig_cleanup,r9_dc2_fraig_cleanup@inputs,inputs,5445,20,5412,20,-33,0,accepted,True,0,False,False,0,4.312303,0.855466,0.050574,21.508,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_20\input.blif,submit\results\final_public\tc_public_20\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_20\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_20
tc_public_20,r29_mfs_strash_dc2_rwz_bal,mfs; strash; dc2; rewrite -z; balance,large_smallpo_fraig_cleanup,r9_dc2_fraig_cleanup@inputs,inputs,5445,20,5412,20,-33,0,accepted,True,0,False,False,0,4.232572,0.845909,0.064954,21.34,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_20\input.blif,submit\results\final_public\tc_public_20\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_strash_dc2_rwz_bal\tc_public_20\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_strash_dc2_rwz_bal\tc_public_20
tc_public_21,r29_fraig_dc2_bal,fraig; dc2; balance,large_smallpo_fraig_cleanup,r9_dc2_fraig_cleanup@inputs,inputs,5448,20,5418,20,-30,0,accepted,True,0,False,False,0,1.405084,0.77514,0.046952,21.418,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_21\input.blif,submit\results\final_public\tc_public_21\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_fraig_dc2_bal\tc_public_21\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_fraig_dc2_bal\tc_public_21
tc_public_21,r29_mfs_fraig_dc2_bal,mfs; fraig; dc2; balance,large_smallpo_fraig_cleanup,r9_dc2_fraig_cleanup@inputs,inputs,5448,20,5418,20,-30,0,accepted,True,0,False,False,0,4.141054,0.767817,0.050654,21.57,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_21\input.blif,submit\results\final_public\tc_public_21\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_21\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_21
tc_public_21,r29_mfs_fraig_dc2_rwz_bal,mfs; fraig; dc2; rewrite -z; balance,large_smallpo_fraig_cleanup,r9_dc2_fraig_cleanup@inputs,inputs,5448,20,5412,20,-36,0,accepted,True,0,False,False,0,4.031195,0.892112,0.04809,21.789,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_21\input.blif,submit\results\final_public\tc_public_21\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_21\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_21
tc_public_21,r29_mfs_strash_dc2_rwz_bal,mfs; strash; dc2; rewrite -z; balance,large_smallpo_fraig_cleanup,r9_dc2_fraig_cleanup@inputs,inputs,5448,20,5412,20,-36,0,accepted,True,0,False,False,0,4.032392,0.834476,0.049125,21.5,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_21\input.blif,submit\results\final_public\tc_public_21\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_strash_dc2_rwz_bal\tc_public_21\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_strash_dc2_rwz_bal\tc_public_21
tc_public_22,r29_fraig_dc2_bal,fraig; dc2; balance,large_smallpo_fraig_cleanup,r9_dc2_fraig_cleanup@both,both,10740,20,10695,20,-45,0,accepted,True,0,False,False,0,2.265317,1.295975,0.050888,27.555,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_22\input.blif,submit\results\final_public\tc_public_22\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_fraig_dc2_bal\tc_public_22\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_fraig_dc2_bal\tc_public_22
tc_public_22,r29_mfs_fraig_dc2_bal,mfs; fraig; dc2; balance,large_smallpo_fraig_cleanup,r9_dc2_fraig_cleanup@both,both,10740,20,10695,20,-45,0,accepted,True,0,False,False,0,7.746923,1.2193,0.066948,27.68,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_22\input.blif,submit\results\final_public\tc_public_22\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_22\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_22
tc_public_22,r29_mfs_fraig_dc2_rwz_bal,mfs; fraig; dc2; rewrite -z; balance,large_smallpo_fraig_cleanup,r9_dc2_fraig_cleanup@both,both,10740,20,10683,20,-57,0,accepted,True,0,False,False,0,8.053676,1.418381,0.050117,27.594,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_22\input.blif,submit\results\final_public\tc_public_22\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_22\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_22
tc_public_22,r29_mfs_strash_dc2_rwz_bal,mfs; strash; dc2; rewrite -z; balance,large_smallpo_fraig_cleanup,r9_dc2_fraig_cleanup@both,both,10740,20,10683,20,-57,0,accepted,True,0,False,False,0,7.76263,1.356795,0.069431,27.934,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_22\input.blif,submit\results\final_public\tc_public_22\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_strash_dc2_rwz_bal\tc_public_22\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_strash_dc2_rwz_bal\tc_public_22
tc_public_23,r29_fraig_dc2_bal,fraig; dc2; balance,r11_deepsyn_medium_tiny_po,r11_gia_deepsyn_tiny@inputs,inputs,1318,13,1311,13,-7,0,accepted,True,0,False,False,0,0.070037,0.068191,0.047023,8.668,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_23\input.blif,submit\results\final_public\tc_public_23\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_fraig_dc2_bal\tc_public_23\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_fraig_dc2_bal\tc_public_23
tc_public_23,r29_mfs_fraig_dc2_bal,mfs; fraig; dc2; balance,r11_deepsyn_medium_tiny_po,r11_gia_deepsyn_tiny@inputs,inputs,1318,13,1311,13,-7,0,accepted,True,0,False,False,0,1.12861,0.077404,0.046261,10.398,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_23\input.blif,submit\results\final_public\tc_public_23\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_23\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_23
tc_public_23,r29_mfs_fraig_dc2_rwz_bal,mfs; fraig; dc2; rewrite -z; balance,r11_deepsyn_medium_tiny_po,r11_gia_deepsyn_tiny@inputs,inputs,1318,13,1311,13,-7,0,accepted,True,0,False,False,0,1.183991,0.070176,0.039945,10.332,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_23\input.blif,submit\results\final_public\tc_public_23\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_23\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_23
tc_public_23,r29_mfs_strash_dc2_rwz_bal,mfs; strash; dc2; rewrite -z; balance,r11_deepsyn_medium_tiny_po,r11_gia_deepsyn_tiny@inputs,inputs,1318,13,1311,13,-7,0,accepted,True,0,False,False,0,1.172951,0.070365,0.037121,10.539,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_23\input.blif,submit\results\final_public\tc_public_23\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_strash_dc2_rwz_bal\tc_public_23\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_strash_dc2_rwz_bal\tc_public_23
tc_public_24,r29_fraig_dc2_bal,fraig; dc2; balance,default,dc2_fast@clean,clean,215,8,215,8,0,0,no_node_gain,True,0,False,False,0,0.048476,0.038032,0.046251,1.895,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_24\input.blif,submit\results\final_public\tc_public_24\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_fraig_dc2_bal\tc_public_24\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_fraig_dc2_bal\tc_public_24
tc_public_24,r29_mfs_fraig_dc2_bal,mfs; fraig; dc2; balance,default,dc2_fast@clean,clean,215,8,215,8,0,0,no_node_gain,True,0,False,False,0,0.175394,0.038874,0.038572,8.727,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_24\input.blif,submit\results\final_public\tc_public_24\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_24\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_24
tc_public_24,r29_mfs_fraig_dc2_rwz_bal,mfs; fraig; dc2; rewrite -z; balance,default,dc2_fast@clean,clean,215,8,215,8,0,0,no_node_gain,True,0,False,False,0,0.207394,0.0506,0.038447,8.691,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_24\input.blif,submit\results\final_public\tc_public_24\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_24\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_24
tc_public_24,r29_mfs_strash_dc2_rwz_bal,mfs; strash; dc2; rewrite -z; balance,default,dc2_fast@clean,clean,215,8,215,8,0,0,no_node_gain,True,0,False,False,0,0.215065,0.061355,0.039503,8.738,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_24\input.blif,submit\results\final_public\tc_public_24\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_strash_dc2_rwz_bal\tc_public_24\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_strash_dc2_rwz_bal\tc_public_24
tc_public_25,r29_fraig_dc2_bal,fraig; dc2; balance,default,dc2_fast@clean,clean,26,4,26,4,0,0,no_node_gain,True,0,False,False,0,0.049371,0.038196,0.035611,1.898,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_25\input.blif,submit\results\final_public\tc_public_25\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_fraig_dc2_bal\tc_public_25\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_fraig_dc2_bal\tc_public_25
tc_public_25,r29_mfs_fraig_dc2_bal,mfs; fraig; dc2; balance,default,dc2_fast@clean,clean,26,4,26,4,0,0,no_node_gain,True,0,False,False,0,0.062734,0.039064,0.038127,1.91,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_25\input.blif,submit\results\final_public\tc_public_25\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_25\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_25
tc_public_25,r29_mfs_fraig_dc2_rwz_bal,mfs; fraig; dc2; rewrite -z; balance,default,dc2_fast@clean,clean,26,4,26,4,0,0,no_node_gain,True,0,False,False,0,0.104511,0.048254,0.048355,7.91,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_25\input.blif,submit\results\final_public\tc_public_25\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_25\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_25
tc_public_25,r29_mfs_strash_dc2_rwz_bal,mfs; strash; dc2; rewrite -z; balance,default,dc2_fast@clean,clean,26,4,26,4,0,0,no_node_gain,True,0,False,False,0,0.101741,0.050911,0.037412,7.789,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_25\input.blif,submit\results\final_public\tc_public_25\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_strash_dc2_rwz_bal\tc_public_25\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_strash_dc2_rwz_bal\tc_public_25
tc_public_26,r29_fraig_dc2_bal,fraig; dc2; balance,r25_dsd_medium_small_pi_medium_po_shared,r25_dsd_dch_cleanup@inputs+r28_r27_mfs_fraig_dc2_bal,inputs,449,10,449,10,0,0,no_node_gain,True,0,False,False,0,0.051465,0.079456,0.037682,6.812,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_26\input.blif,submit\results\final_public\tc_public_26\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_fraig_dc2_bal\tc_public_26\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_fraig_dc2_bal\tc_public_26
tc_public_26,r29_mfs_fraig_dc2_bal,mfs; fraig; dc2; balance,r25_dsd_medium_small_pi_medium_po_shared,r25_dsd_dch_cleanup@inputs+r28_r27_mfs_fraig_dc2_bal,inputs,449,10,449,10,0,0,no_node_gain,True,0,False,False,0,0.332694,0.07573,0.035618,10.137,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_26\input.blif,submit\results\final_public\tc_public_26\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_26\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_26
tc_public_26,r29_mfs_fraig_dc2_rwz_bal,mfs; fraig; dc2; rewrite -z; balance,r25_dsd_medium_small_pi_medium_po_shared,r25_dsd_dch_cleanup@inputs+r28_r27_mfs_fraig_dc2_bal,inputs,449,10,449,10,0,0,no_node_gain,True,0,False,False,0,0.37054,0.069097,0.045888,9.836,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_26\input.blif,submit\results\final_public\tc_public_26\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_26\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_26
tc_public_26,r29_mfs_strash_dc2_rwz_bal,mfs; strash; dc2; rewrite -z; balance,r25_dsd_medium_small_pi_medium_po_shared,r25_dsd_dch_cleanup@inputs+r28_r27_mfs_fraig_dc2_bal,inputs,449,10,449,10,0,0,no_node_gain,True,0,False,False,0,0.365418,0.067131,0.036066,10.16,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_26\input.blif,submit\results\final_public\tc_public_26\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_strash_dc2_rwz_bal\tc_public_26\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_strash_dc2_rwz_bal\tc_public_26
tc_public_27,r29_fraig_dc2_bal,fraig; dc2; balance,default,dc2_fast@clean,clean,376,7,376,7,0,0,no_node_gain,True,0,False,False,0,0.05082,0.048886,0.045958,1.895,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_27\input.blif,submit\results\final_public\tc_public_27\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_fraig_dc2_bal\tc_public_27\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_fraig_dc2_bal\tc_public_27
tc_public_27,r29_mfs_fraig_dc2_bal,mfs; fraig; dc2; balance,default,dc2_fast@clean,clean,376,7,376,7,0,0,no_node_gain,True,0,False,False,0,0.240249,0.047371,0.035764,8.91,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_27\input.blif,submit\results\final_public\tc_public_27\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_27\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_27
tc_public_27,r29_mfs_fraig_dc2_rwz_bal,mfs; fraig; dc2; rewrite -z; balance,default,dc2_fast@clean,clean,376,7,376,7,0,0,no_node_gain,True,0,False,False,0,0.300188,0.072507,0.03812,8.973,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_27\input.blif,submit\results\final_public\tc_public_27\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_27\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_27
tc_public_27,r29_mfs_strash_dc2_rwz_bal,mfs; strash; dc2; rewrite -z; balance,default,dc2_fast@clean,clean,376,7,376,7,0,0,no_node_gain,True,0,False,False,0,0.305578,0.051036,0.037393,8.855,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_27\input.blif,submit\results\final_public\tc_public_27\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_strash_dc2_rwz_bal\tc_public_27\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_strash_dc2_rwz_bal\tc_public_27
tc_public_28,r29_fraig_dc2_bal,fraig; dc2; balance,r25_dsd_small_small_pi_small_po_shared_dup,r25_dsd_dch_cleanup@clean,clean,258,8,258,8,0,0,no_node_gain,True,0,False,False,0,0.048292,0.050819,0.037017,1.891,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_28\input.blif,submit\results\final_public\tc_public_28\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_fraig_dc2_bal\tc_public_28\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_fraig_dc2_bal\tc_public_28
tc_public_28,r29_mfs_fraig_dc2_bal,mfs; fraig; dc2; balance,r25_dsd_small_small_pi_small_po_shared_dup,r25_dsd_dch_cleanup@clean,clean,258,8,258,8,0,0,no_node_gain,True,0,False,False,0,0.192384,0.050807,0.039159,8.73,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_28\input.blif,submit\results\final_public\tc_public_28\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_28\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_28
tc_public_28,r29_mfs_fraig_dc2_rwz_bal,mfs; fraig; dc2; rewrite -z; balance,r25_dsd_small_small_pi_small_po_shared_dup,r25_dsd_dch_cleanup@clean,clean,258,8,258,8,0,0,no_node_gain,True,0,False,False,0,0.25463,0.051014,0.038429,8.871,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_28\input.blif,submit\results\final_public\tc_public_28\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_28\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_28
tc_public_28,r29_mfs_strash_dc2_rwz_bal,mfs; strash; dc2; rewrite -z; balance,r25_dsd_small_small_pi_small_po_shared_dup,r25_dsd_dch_cleanup@clean,clean,258,8,258,8,0,0,no_node_gain,True,0,False,False,0,0.256943,0.052695,0.039178,8.852,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_28\input.blif,submit\results\final_public\tc_public_28\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_strash_dc2_rwz_bal\tc_public_28\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_strash_dc2_rwz_bal\tc_public_28
tc_public_29,r29_fraig_dc2_bal,fraig; dc2; balance,r11_deepsyn_small_small_pi_small_po,r11_gia_deepsyn_tiny@inputs,inputs,97,6,97,6,0,0,no_node_gain,True,0,False,False,0,0.054338,0.052438,0.037424,1.91,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_29\input.blif,submit\results\final_public\tc_public_29\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_fraig_dc2_bal\tc_public_29\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_fraig_dc2_bal\tc_public_29
tc_public_29,r29_mfs_fraig_dc2_bal,mfs; fraig; dc2; balance,r11_deepsyn_small_small_pi_small_po,r11_gia_deepsyn_tiny@inputs,inputs,97,6,97,6,0,0,no_node_gain,True,0,False,False,0,0.106507,0.051163,0.038634,8.742,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_29\input.blif,submit\results\final_public\tc_public_29\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_29\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_bal\tc_public_29
tc_public_29,r29_mfs_fraig_dc2_rwz_bal,mfs; fraig; dc2; rewrite -z; balance,r11_deepsyn_small_small_pi_small_po,r11_gia_deepsyn_tiny@inputs,inputs,97,6,97,6,0,0,no_node_gain,True,0,False,False,0,0.143275,0.037773,0.049015,8.102,C:\Users\yy257\cpipc_r28_v5_remeasure\local_data\tc_public\tc_public_29\input.blif,submit\results\final_public\tc_public_29\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_29\output.blif,results_research\R29_postpass_matrix_v6\full30\runs\r29_mfs_fraig_dc2_rwz_bal\tc_public_29
